date,stock_id,beta_pe_ratio
2015-08-06,pe_ratio_155,0.5811623246492986
2015-08-07,pe_ratio_156,0.9519038076152304
2015-08-10,pe_ratio_157,0.1042084168336673
2015-08-11,pe_ratio_158,0.8577154308617234
2015-08-12,pe_ratio_159,0.406813627254509
2015-08-13,pe_ratio_160,0.1943887775551102
2015-08-14,pe_ratio_161,0.9118236472945892
2015-08-17,pe_ratio_162,0.8517034068136272
2015-08-18,pe_ratio_163,0.7054108216432866
2015-08-19,pe_ratio_164,0.374749498997996
2015-08-20,pe_ratio_165,0.2424849699398797
2015-08-21,pe_ratio_166,0.7194388777555111
2015-08-24,pe_ratio_167,0.6733466933867736
2015-08-25,pe_ratio_168,0.6492985971943888
2015-08-26,pe_ratio_169,0.9839679358717436
2015-08-27,pe_ratio_170,0.0541082164328657
2015-08-28,pe_ratio_171,0.1663326653306613
2015-08-31,pe_ratio_172,0.937875751503006
2015-09-01,pe_ratio_173,0.158316633266533
2015-09-02,pe_ratio_174,0.0480961923847695
2015-09-03,pe_ratio_175,0.627254509018036
2015-09-04,pe_ratio_176,0.4949899799599198
2015-09-07,pe_ratio_177,0.4208416833667334
2015-09-08,pe_ratio_178,0.096192384769539
2015-09-09,pe_ratio_179,0.3927855711422846
2015-09-10,pe_ratio_180,0.1803607214428857
2015-09-11,pe_ratio_181,0.8096192384769539
2015-09-14,pe_ratio_182,0.7675350701402806
2015-09-15,pe_ratio_183,0.7334669338677354
2015-09-16,pe_ratio_184,0.4949899799599198
2015-09-17,pe_ratio_185,0.5531062124248497
2015-09-18,pe_ratio_186,0.1082164328657314
2015-09-21,pe_ratio_187,0.5651302605210421
2015-09-22,pe_ratio_188,0.4308617234468938
2015-09-23,pe_ratio_189,0.5831663326653307
2015-09-24,pe_ratio_190,0.6773547094188377
2015-09-25,pe_ratio_191,0.6953907815631263
2015-09-28,pe_ratio_192,0.280561122244489
2015-09-29,pe_ratio_193,0.4649298597194389
2015-09-30,pe_ratio_194,0.032064128256513
2015-10-01,pe_ratio_195,0.1322645290581162
2015-10-02,pe_ratio_196,0.6172344689378757
2015-10-05,pe_ratio_197,0.2104208416833667
2015-10-06,pe_ratio_198,0.0841683366733467
2015-10-07,pe_ratio_199,0.0561122244488977
2015-10-08,pe_ratio_200,0.1603206412825651
2015-10-09,pe_ratio_201,0.9018036072144288
2015-10-12,pe_ratio_202,0.1242484969939879
2015-10-13,pe_ratio_203,0.2765531062124248
2015-10-14,pe_ratio_204,0.7835671342685371
2015-10-15,pe_ratio_205,0.6593186372745491
2015-10-16,pe_ratio_206,0.749498997995992
2015-10-19,pe_ratio_207,0.0861723446893787
2015-10-20,pe_ratio_208,0.7454909819639278
2015-10-21,pe_ratio_209,0.5350701402805611
2015-10-22,pe_ratio_210,0.5130260521042084
2015-10-23,pe_ratio_211,0.3667334669338677
2015-10-26,pe_ratio_212,0.3466933867735471
2015-10-27,pe_ratio_213,0.0040080160320641
2015-10-28,pe_ratio_214,0.751503006012024
2015-10-29,pe_ratio_215,0.1422845691382765
2015-10-30,pe_ratio_216,0.9919839679358716
2015-11-02,pe_ratio_217,0.9258517034068136
2015-11-03,pe_ratio_218,0.0981963927855711
2015-11-04,pe_ratio_219,0.7835671342685371
2015-11-05,pe_ratio_220,0.2124248496993988
2015-11-06,pe_ratio_221,0.8236472945891784
2015-11-09,pe_ratio_222,0.7314629258517034
2015-11-10,pe_ratio_223,0.6953907815631263
2015-11-11,pe_ratio_224,0.843687374749499
2015-11-12,pe_ratio_225,0.5971943887775552
2015-11-13,pe_ratio_226,0.843687374749499
2015-11-16,pe_ratio_227,0.4889779559118236
2015-11-17,pe_ratio_228,0.7635270541082164
2015-11-18,pe_ratio_229,0.6533066132264529
2015-11-19,pe_ratio_230,0.7915831663326653
2015-11-20,pe_ratio_231,0.9218436873747496
2015-11-23,pe_ratio_232,0.8557114228456913
2015-11-24,pe_ratio_233,0.8096192384769539
2015-11-25,pe_ratio_234,0.9779559118236472
2015-11-26,pe_ratio_235,0.2665330661322645
2015-11-27,pe_ratio_236,0.4048096192384769
2015-11-30,pe_ratio_237,0.5571142284569138
2015-12-01,pe_ratio_238,0.8677354709418837
2015-12-02,pe_ratio_239,0.6072144288577155
2015-12-03,pe_ratio_240,0.5671342685370742
2015-12-04,pe_ratio_241,0.9939879759519038
2015-12-07,pe_ratio_242,0.1002004008016032
2015-12-08,pe_ratio_243,0.5390781563126252
2015-12-09,pe_ratio_244,0.7895791583166333
2015-12-10,pe_ratio_245,0.0601202404809619
2015-12-11,pe_ratio_246,0.1983967935871743
2015-12-14,pe_ratio_247,0.002004008016032
2015-12-15,pe_ratio_248,0.9198396793587176
2015-12-16,pe_ratio_249,0.2024048096192384
2015-12-17,pe_ratio_250,0.3206412825651302
2015-12-18,pe_ratio_251,0.2124248496993988
2015-12-21,pe_ratio_252,0.3486973947895792
2015-12-22,pe_ratio_253,0.4709418837675351
2015-12-23,pe_ratio_254,0.7254509018036072
2015-12-24,pe_ratio_255,0.6913827655310621
2015-12-25,pe_ratio_256,0.3527054108216433
2015-12-28,pe_ratio_257,0.7755511022044088
2015-12-29,pe_ratio_258,0.87374749498998
2015-12-30,pe_ratio_259,0.7935871743486974
2015-12-31,pe_ratio_260,0.1122244488977955
2016-01-01,pe_ratio_261,0.282565130260521
2016-01-04,pe_ratio_262,0.4208416833667334
2016-01-05,pe_ratio_263,0.1683366733466934
2016-01-06,pe_ratio_264,0.5250501002004008
2016-01-07,pe_ratio_265,0.8557114228456913
2016-01-08,pe_ratio_266,0.2104208416833667
2016-01-11,pe_ratio_267,0.531062124248497
2016-01-12,pe_ratio_268,0.5871743486973948
2016-01-13,pe_ratio_269,0.1723446893787575
2016-01-14,pe_ratio_270,0.9118236472945892
2016-01-15,pe_ratio_271,0.2705410821643286
2016-01-18,pe_ratio_272,0.2084168336673346
2016-01-19,pe_ratio_273,0.845691382765531
2016-01-20,pe_ratio_274,0.2585170340681362
2016-01-21,pe_ratio_275,0.8657314629258517
2016-01-22,pe_ratio_276,0.2004008016032064
2016-01-25,pe_ratio_277,0.0821643286573146
2016-01-26,pe_ratio_278,0.6332665330661322
2016-01-27,pe_ratio_279,0.845691382765531
2016-01-28,pe_ratio_280,0.6312625250501002
2016-01-29,pe_ratio_281,0.8096192384769539
2016-02-01,pe_ratio_282,0.2484969939879759
2016-02-02,pe_ratio_283,0.4669338677354709
2016-02-03,pe_ratio_284,0.6232464929859719
2016-02-04,pe_ratio_285,0.5250501002004008
2016-02-05,pe_ratio_286,0.3947895791583166
2016-02-08,pe_ratio_287,0.8236472945891784
2016-02-09,pe_ratio_288,0.9719438877755512
2016-02-10,pe_ratio_289,0.7374749498997996
2016-02-11,pe_ratio_290,0.6192384769539078
2016-02-12,pe_ratio_291,0.0561122244488977
2016-02-15,pe_ratio_292,0.0781563126252505
2016-02-16,pe_ratio_293,0.4949899799599198
2016-02-17,pe_ratio_294,0.4869739478957915
2016-02-18,pe_ratio_295,0.376753507014028
2016-02-19,pe_ratio_296,0.9779559118236472
2016-02-22,pe_ratio_297,0.1783567134268537
2016-02-23,pe_ratio_298,0.220440881763527
2016-02-24,pe_ratio_299,0.9418837675350702
2016-02-25,pe_ratio_300,0.0861723446893787
2016-02-26,pe_ratio_301,0.1683366733466934
2016-02-29,pe_ratio_302,0.7835671342685371
2016-03-01,pe_ratio_303,0.5971943887775552
2016-03-02,pe_ratio_304,0.7715430861723447
2016-03-03,pe_ratio_305,0.1182364729458917
2016-03-04,pe_ratio_306,0.3907815631262525
2016-03-07,pe_ratio_307,0.4048096192384769
2016-03-08,pe_ratio_308,0.342685370741483
2016-03-09,pe_ratio_309,0.0200400801603206
2016-03-10,pe_ratio_310,0.1963927855711423
2016-03-11,pe_ratio_311,0.0561122244488977
2016-03-14,pe_ratio_312,0.8096192384769539
2016-03-15,pe_ratio_313,0.0240480961923847
2016-03-16,pe_ratio_314,0.7014028056112225
2016-03-17,pe_ratio_315,0.6793587174348698
2016-03-18,pe_ratio_316,0.7274549098196392
2016-03-21,pe_ratio_317,0.218436873747495
2016-03-22,pe_ratio_318,0.8817635270541082
2016-03-23,pe_ratio_319,0.2765531062124248
2016-03-24,pe_ratio_320,0.0561122244488977
2016-03-25,pe_ratio_321,0.9799599198396792
2016-03-28,pe_ratio_322,0.8817635270541082
2016-03-29,pe_ratio_323,0.997995991983968
2016-03-30,pe_ratio_324,0.094188376753507
2016-03-31,pe_ratio_325,0.096192384769539
2016-04-01,pe_ratio_326,0.312625250501002
2016-04-04,pe_ratio_327,0.0420841683366733
2016-04-05,pe_ratio_328,0.2004008016032064
2016-04-06,pe_ratio_329,0.2044088176352705
2016-04-07,pe_ratio_330,0.4148296593186373
2016-04-08,pe_ratio_331,0.376753507014028
2016-04-11,pe_ratio_332,0.0140280561122244
2016-04-12,pe_ratio_333,0.5390781563126252
2016-04-13,pe_ratio_334,0.5571142284569138
2016-04-14,pe_ratio_335,0.8216432865731463
2016-04-15,pe_ratio_336,0.6372745490981964
2016-04-18,pe_ratio_337,0.533066132264529
2016-04-19,pe_ratio_338,0.4969939879759519
2016-04-20,pe_ratio_339,0.5811623246492986
2016-04-21,pe_ratio_340,0.9438877755511024
2016-04-22,pe_ratio_341,0.5210420841683366
2016-04-25,pe_ratio_342,0.7354709418837675
2016-04-26,pe_ratio_343,0.3787575150300601
2016-04-27,pe_ratio_344,0.4468937875751503
2016-04-28,pe_ratio_345,0.7975951903807615
2016-04-29,pe_ratio_346,0.0921843687374749
2016-05-02,pe_ratio_347,0.7635270541082164
2016-05-03,pe_ratio_348,0.4709418837675351
2016-05-04,pe_ratio_349,0.4348697394789579
2016-05-05,pe_ratio_350,0.2925851703406814
2016-05-06,pe_ratio_351,0.2484969939879759
2016-05-09,pe_ratio_352,0.0040080160320641
2016-05-10,pe_ratio_353,0.1783567134268537
2016-05-11,pe_ratio_354,0.4148296593186373
2016-05-12,pe_ratio_355,0.3486973947895792
2016-05-13,pe_ratio_356,0.0040080160320641
2016-05-16,pe_ratio_357,0.779559118236473
2016-05-17,pe_ratio_358,0.9799599198396792
2016-05-18,pe_ratio_359,0.5671342685370742
2016-05-19,pe_ratio_360,0.3346693386773547
2016-05-20,pe_ratio_361,0.3907815631262525
2016-05-23,pe_ratio_362,0.3286573146292585
2016-05-24,pe_ratio_363,0.9078156312625252
2016-05-25,pe_ratio_364,0.3286573146292585
2016-05-26,pe_ratio_365,0.1362725450901803
2016-05-27,pe_ratio_366,0.5410821643286573
2016-05-30,pe_ratio_367,0.8877755511022044
2016-05-31,pe_ratio_368,0.4709418837675351
2016-06-01,pe_ratio_369,0.9779559118236472
2016-06-02,pe_ratio_370,0.1743486973947896
2016-06-03,pe_ratio_371,0.1362725450901803
2016-06-06,pe_ratio_372,0.0881763527054108
2016-06-07,pe_ratio_373,0.6913827655310621
2016-06-08,pe_ratio_374,0.627254509018036
2016-06-09,pe_ratio_375,0.0561122244488977
2016-06-10,pe_ratio_376,0.3226452905811623
2016-06-13,pe_ratio_377,0.9559118236472944
2016-06-14,pe_ratio_378,0.1182364729458917
2016-06-15,pe_ratio_379,0.6292585170340681
2016-06-16,pe_ratio_380,0.2044088176352705
2016-06-17,pe_ratio_381,0.593186372745491
2016-06-20,pe_ratio_382,0.25250501002004
2016-06-21,pe_ratio_383,0.7394789579158316
2016-06-22,pe_ratio_384,0.845691382765531
2016-06-23,pe_ratio_385,0.6793587174348698
2016-06-24,pe_ratio_386,0.12625250501002
2016-06-27,pe_ratio_387,0.9458917835671342
2016-06-28,pe_ratio_388,0.6032064128256514
2016-06-29,pe_ratio_389,0.4408817635270541
2016-06-30,pe_ratio_390,0.5831663326653307
2016-07-01,pe_ratio_391,0.4969939879759519
2016-07-04,pe_ratio_392,0.0180360721442885
2016-07-05,pe_ratio_393,0.4649298597194389
2016-07-06,pe_ratio_394,0.8496993987975952
2016-07-07,pe_ratio_395,0.2264529058116232
2016-07-08,pe_ratio_396,0.7635270541082164
2016-07-11,pe_ratio_397,0.5691382765531062
2016-07-12,pe_ratio_398,0.468937875751503
2016-07-13,pe_ratio_399,0.1803607214428857
2016-07-14,pe_ratio_400,0.0581162324649298
2016-07-15,pe_ratio_401,0.3807615230460922
2016-07-18,pe_ratio_402,0.5130260521042084
2016-07-19,pe_ratio_403,0.220440881763527
2016-07-20,pe_ratio_404,0.8577154308617234
2016-07-21,pe_ratio_405,0.1282565130260521
2016-07-22,pe_ratio_406,0.7234468937875751
2016-07-25,pe_ratio_407,0.2925851703406814
2016-07-26,pe_ratio_408,0.0601202404809619
2016-07-27,pe_ratio_409,0.6953907815631263
2016-07-28,pe_ratio_410,0.1723446893787575
2016-07-29,pe_ratio_411,0.7735470941883767
2016-08-01,pe_ratio_412,0.1042084168336673
2016-08-02,pe_ratio_413,0.1723446893787575
2016-08-03,pe_ratio_414,0.0060120240480961
2016-08-04,pe_ratio_415,0.468937875751503
2016-08-05,pe_ratio_416,0.7975951903807615
2016-08-08,pe_ratio_417,0.8256513026052105
2016-08-09,pe_ratio_418,0.0921843687374749
2016-08-10,pe_ratio_419,0.8316633266533067
2016-08-11,pe_ratio_420,0.7214428857715431
2016-08-12,pe_ratio_421,0.593186372745491
2016-08-15,pe_ratio_422,0.9639278557114228
2016-08-16,pe_ratio_423,0.3246492985971944
2016-08-17,pe_ratio_424,0.2024048096192384
2016-08-18,pe_ratio_425,0.8316633266533067
2016-08-19,pe_ratio_426,0.1663326653306613
2016-08-22,pe_ratio_427,0.250501002004008
2016-08-23,pe_ratio_428,0.002004008016032
2016-08-24,pe_ratio_429,0.933867735470942
2016-08-25,pe_ratio_430,0.0681362725450901
2016-08-26,pe_ratio_431,0.9458917835671342
2016-08-29,pe_ratio_432,0.1422845691382765
2016-08-30,pe_ratio_433,0.0180360721442885
2016-08-31,pe_ratio_434,0.8897795591182365
2016-09-01,pe_ratio_435,0.8336673346693386
2016-09-02,pe_ratio_436,0.6773547094188377
2016-09-05,pe_ratio_437,0.7314629258517034
2016-09-06,pe_ratio_438,0.3466933867735471
2016-09-07,pe_ratio_439,0.9559118236472944
2016-09-08,pe_ratio_440,0.8917835671342685
2016-09-09,pe_ratio_441,0.7975951903807615
2016-09-12,pe_ratio_442,0.6693386773547094
2016-09-13,pe_ratio_443,0.2244488977955911
2016-09-14,pe_ratio_444,0.9498997995991983
2016-09-15,pe_ratio_445,0.997995991983968
2016-09-16,pe_ratio_446,0.8376753507014028
2016-09-19,pe_ratio_447,0.2464929859719438
2016-09-20,pe_ratio_448,0.1062124248496994
2016-09-21,pe_ratio_449,0.8496993987975952
2016-09-22,pe_ratio_450,0.4749498997995992
2016-09-23,pe_ratio_451,0.2765531062124248
2016-09-26,pe_ratio_452,0.0220440881763527
2016-09-27,pe_ratio_453,0.9739478957915833
2016-09-28,pe_ratio_454,0.8637274549098196
2016-09-29,pe_ratio_455,0.7394789579158316
2016-09-30,pe_ratio_456,0.8637274549098196
2016-10-03,pe_ratio_457,0.5270541082164328
2016-10-04,pe_ratio_458,0.8577154308617234
2016-10-05,pe_ratio_459,0.3066132264529058
2016-10-06,pe_ratio_460,0.9418837675350702
2016-10-07,pe_ratio_461,0.4869739478957915
2016-10-10,pe_ratio_462,0.2404809619238476
2016-10-11,pe_ratio_463,0.2625250501002004
2016-10-12,pe_ratio_464,0.5110220440881763
2016-10-13,pe_ratio_465,0.0180360721442885
2016-10-14,pe_ratio_466,0.5591182364729459
2016-10-17,pe_ratio_467,0.3867735470941884
2016-10-18,pe_ratio_468,0.749498997995992
2016-10-19,pe_ratio_469,0.5450901803607214
2016-10-20,pe_ratio_470,0.0521042084168336
2016-10-21,pe_ratio_471,0.7615230460921844
2016-10-24,pe_ratio_472,0.0400801603206412
2016-10-25,pe_ratio_473,0.1783567134268537
2016-10-26,pe_ratio_474,0.2404809619238476
2016-10-27,pe_ratio_475,0.5210420841683366
2016-10-28,pe_ratio_476,0.6412825651302605
2016-10-31,pe_ratio_477,0.6713426853707415
2016-11-01,pe_ratio_478,0.8797595190380761
2016-11-02,pe_ratio_479,0.9278557114228456
2016-11-03,pe_ratio_480,0.3547094188376753
2016-11-04,pe_ratio_481,0.531062124248497
2016-11-07,pe_ratio_482,0.1543086172344689
2016-11-08,pe_ratio_483,0.5050100200400801
2016-11-09,pe_ratio_484,0.4709418837675351
2016-11-10,pe_ratio_485,0.8657314629258517
2016-11-11,pe_ratio_486,0.0120240480961923
2016-11-14,pe_ratio_487,0.8196392785571143
2016-11-15,pe_ratio_488,0.9458917835671342
2016-11-16,pe_ratio_489,0.3306613226452906
2016-11-17,pe_ratio_490,0.5991983967935872
2016-11-18,pe_ratio_491,0.2344689378757515
2016-11-21,pe_ratio_492,0.6412825651302605
2016-11-22,pe_ratio_493,0.344689378757515
2016-11-23,pe_ratio_494,0.0080160320641282
2016-11-24,pe_ratio_495,0.8496993987975952
2016-11-25,pe_ratio_496,0.8857715430861723
2016-11-28,pe_ratio_497,0.5430861723446894
2016-11-29,pe_ratio_498,0.531062124248497
2016-11-30,pe_ratio_499,0.2725450901803607
2016-12-01,pe_ratio_500,0.2885771543086172
2016-12-02,pe_ratio_501,0.4949899799599198
2016-12-05,pe_ratio_502,0.032064128256513
2016-12-06,pe_ratio_503,0.9018036072144288
2016-12-07,pe_ratio_504,0.969939879759519
2016-12-08,pe_ratio_505,0.2044088176352705
2016-12-09,pe_ratio_506,0.3847695390781563
2016-12-12,pe_ratio_507,0.5230460921843687
2016-12-13,pe_ratio_508,0.625250501002004
2016-12-14,pe_ratio_509,0.9839679358717436
2016-12-15,pe_ratio_510,0.7394789579158316
2016-12-16,pe_ratio_511,0.8537074148296593
2016-12-19,pe_ratio_512,0.9859719438877756
2016-12-20,pe_ratio_513,0.1202404809619238
2016-12-21,pe_ratio_514,0.7474949899799599
2016-12-22,pe_ratio_515,0.503006012024048
2016-12-23,pe_ratio_516,0.501002004008016
2016-12-26,pe_ratio_517,0.8977955911823647
2016-12-27,pe_ratio_518,0.4669338677354709
2016-12-28,pe_ratio_519,0.5811623246492986
2016-12-29,pe_ratio_520,0.5651302605210421
2016-12-30,pe_ratio_521,0.3066132264529058
2017-01-02,pe_ratio_522,0.5551102204408818
2017-01-03,pe_ratio_523,0.6192384769539078
2017-01-04,pe_ratio_524,0.6713426853707415
2017-01-05,pe_ratio_525,0.4869739478957915
2017-01-06,pe_ratio_526,0.6412825651302605
2017-01-09,pe_ratio_527,0.7615230460921844
2017-01-10,pe_ratio_528,0.8877755511022044
2017-01-11,pe_ratio_529,0.5150300601202404
2017-01-12,pe_ratio_530,0.2705410821643286
2017-01-13,pe_ratio_531,0.5270541082164328
2017-01-16,pe_ratio_532,0.9759519038076152
2017-01-17,pe_ratio_533,0.0
2017-01-18,pe_ratio_534,0.1242484969939879
2017-01-19,pe_ratio_535,0.6212424849699398
2017-01-20,pe_ratio_536,0.0721442885771543
2017-01-23,pe_ratio_537,0.3166332665330661
2017-01-24,pe_ratio_538,0.7374749498997996
2017-01-25,pe_ratio_539,0.4108216432865731
2017-01-26,pe_ratio_540,0.7695390781563126
2017-01-27,pe_ratio_541,0.5591182364729459
2017-01-30,pe_ratio_542,0.6172344689378757
2017-01-31,pe_ratio_543,0.1943887775551102
2017-02-01,pe_ratio_544,0.6092184368737475
2017-02-02,pe_ratio_545,0.3627254509018036
2017-02-03,pe_ratio_546,0.2905811623246493
2017-02-06,pe_ratio_547,0.1803607214428857
2017-02-07,pe_ratio_548,0.0060120240480961
2017-02-08,pe_ratio_549,0.6052104208416834
2017-02-09,pe_ratio_550,0.2685370741482966
2017-02-10,pe_ratio_551,0.3286573146292585
2017-02-13,pe_ratio_552,0.533066132264529
2017-02-14,pe_ratio_553,0.7314629258517034
2017-02-15,pe_ratio_554,0.6112224448897795
2017-02-16,pe_ratio_555,0.9178356713426854
2017-02-17,pe_ratio_556,0.0981963927855711
2017-02-20,pe_ratio_557,0.3406813627254509
2017-02-21,pe_ratio_558,0.406813627254509
2017-02-22,pe_ratio_559,0.2565130260521042
2017-02-23,pe_ratio_560,0.1342685370741483
