date,stock_id,beta_accruals_st
2015-10-08,accruals_st_200,0.8396793587174348
2015-10-09,accruals_st_201,0.0981963927855711
2015-10-12,accruals_st_202,0.875751503006012
2015-10-13,accruals_st_203,0.7234468937875751
2015-10-14,accruals_st_204,0.2164328657314629
2015-10-15,accruals_st_205,0.3406813627254509
2015-10-16,accruals_st_206,0.250501002004008
2015-10-19,accruals_st_207,0.9138276553106212
2015-10-20,accruals_st_208,0.2545090180360721
2015-10-21,accruals_st_209,0.4649298597194389
2015-10-22,accruals_st_210,0.4869739478957915
2015-10-23,accruals_st_211,0.6332665330661322
2015-10-26,accruals_st_212,0.6533066132264529
2015-10-27,accruals_st_213,0.995991983967936
2015-10-28,accruals_st_214,0.2484969939879759
2015-10-29,accruals_st_215,0.8577154308617234
2015-10-30,accruals_st_216,0.0080160320641282
2015-11-02,accruals_st_217,0.0741482965931863
2015-11-03,accruals_st_218,0.9018036072144288
2015-11-04,accruals_st_219,0.2164328657314629
2015-11-05,accruals_st_220,0.7875751503006012
2015-11-06,accruals_st_221,0.1763527054108216
2015-11-09,accruals_st_222,0.2685370741482966
2015-11-10,accruals_st_223,0.3046092184368738
2015-11-11,accruals_st_224,0.156312625250501
2015-11-12,accruals_st_225,0.4028056112224449
2015-11-13,accruals_st_226,0.156312625250501
2015-11-16,accruals_st_227,0.5110220440881763
2015-11-17,accruals_st_228,0.2364729458917835
2015-11-18,accruals_st_229,0.3466933867735471
2015-11-19,accruals_st_230,0.2084168336673346
2015-11-20,accruals_st_231,0.0781563126252505
2015-11-23,accruals_st_232,0.1442885771543086
2015-11-24,accruals_st_233,0.1903807615230461
2015-11-25,accruals_st_234,0.0220440881763527
2015-11-26,accruals_st_235,0.7334669338677354
2015-11-27,accruals_st_236,0.5951903807615231
2015-11-30,accruals_st_237,0.4428857715430861
2015-12-01,accruals_st_238,0.1322645290581162
2015-12-02,accruals_st_239,0.3927855711422846
2015-12-03,accruals_st_240,0.4328657314629258
2015-12-04,accruals_st_241,0.0060120240480961
2015-12-07,accruals_st_242,0.8997995991983968
2015-12-08,accruals_st_243,0.4609218436873747
2015-12-09,accruals_st_244,0.2104208416833667
2015-12-10,accruals_st_245,0.939879759519038
2015-12-11,accruals_st_246,0.8016032064128257
2015-12-14,accruals_st_247,0.997995991983968
2015-12-15,accruals_st_248,0.0801603206412825
2015-12-16,accruals_st_249,0.7975951903807615
2015-12-17,accruals_st_250,0.6793587174348698
2015-12-18,accruals_st_251,0.7875751503006012
2015-12-21,accruals_st_252,0.6513026052104208
2015-12-22,accruals_st_253,0.5290581162324649
2015-12-23,accruals_st_254,0.2745490981963928
2015-12-24,accruals_st_255,0.3086172344689378
2015-12-25,accruals_st_256,0.6472945891783567
2015-12-28,accruals_st_257,0.2244488977955911
2015-12-29,accruals_st_258,0.12625250501002
2015-12-30,accruals_st_259,0.2064128256513026
2015-12-31,accruals_st_260,0.8877755511022044
2016-01-01,accruals_st_261,0.717434869739479
2016-01-04,accruals_st_262,0.5791583166332666
2016-01-05,accruals_st_263,0.8316633266533067
2016-01-06,accruals_st_264,0.4749498997995992
2016-01-07,accruals_st_265,0.1442885771543086
2016-01-08,accruals_st_266,0.7895791583166333
2016-01-11,accruals_st_267,0.468937875751503
2016-01-12,accruals_st_268,0.4128256513026052
2016-01-13,accruals_st_269,0.8276553106212425
2016-01-14,accruals_st_270,0.0881763527054108
2016-01-15,accruals_st_271,0.7294589178356713
2016-01-18,accruals_st_272,0.7915831663326653
2016-01-19,accruals_st_273,0.1543086172344689
2016-01-20,accruals_st_274,0.7414829659318637
2016-01-21,accruals_st_275,0.1342685370741483
2016-01-22,accruals_st_276,0.7995991983967936
2016-01-25,accruals_st_277,0.9178356713426854
2016-01-26,accruals_st_278,0.3667334669338677
2016-01-27,accruals_st_279,0.1543086172344689
2016-01-28,accruals_st_280,0.3687374749498998
2016-01-29,accruals_st_281,0.1903807615230461
2016-02-01,accruals_st_282,0.751503006012024
2016-02-02,accruals_st_283,0.533066132264529
2016-02-03,accruals_st_284,0.376753507014028
2016-02-04,accruals_st_285,0.4749498997995992
2016-02-05,accruals_st_286,0.6052104208416834
2016-02-08,accruals_st_287,0.1763527054108216
2016-02-09,accruals_st_288,0.0280561122244488
2016-02-10,accruals_st_289,0.2625250501002004
2016-02-11,accruals_st_290,0.3807615230460922
2016-02-12,accruals_st_291,0.9438877755511024
2016-02-15,accruals_st_292,0.9218436873747496
2016-02-16,accruals_st_293,0.5050100200400801
2016-02-17,accruals_st_294,0.5130260521042084
2016-02-18,accruals_st_295,0.6232464929859719
2016-02-19,accruals_st_296,0.0220440881763527
2016-02-22,accruals_st_297,0.8216432865731463
2016-02-23,accruals_st_298,0.779559118236473
2016-02-24,accruals_st_299,0.0581162324649298
2016-02-25,accruals_st_300,0.9138276553106212
2016-02-26,accruals_st_301,0.8316633266533067
2016-02-29,accruals_st_302,0.2164328657314629
2016-03-01,accruals_st_303,0.4028056112224449
2016-03-02,accruals_st_304,0.2284569138276553
2016-03-03,accruals_st_305,0.8817635270541082
2016-03-04,accruals_st_306,0.6092184368737475
2016-03-07,accruals_st_307,0.5951903807615231
2016-03-08,accruals_st_308,0.657314629258517
2016-03-09,accruals_st_309,0.9799599198396792
2016-03-10,accruals_st_310,0.8036072144288577
2016-03-11,accruals_st_311,0.9438877755511024
2016-03-14,accruals_st_312,0.1903807615230461
2016-03-15,accruals_st_313,0.9759519038076152
2016-03-16,accruals_st_314,0.2985971943887776
2016-03-17,accruals_st_315,0.3206412825651302
2016-03-18,accruals_st_316,0.2725450901803607
2016-03-21,accruals_st_317,0.781563126252505
2016-03-22,accruals_st_318,0.1182364729458917
2016-03-23,accruals_st_319,0.7234468937875751
2016-03-24,accruals_st_320,0.9438877755511024
2016-03-25,accruals_st_321,0.0200400801603206
2016-03-28,accruals_st_322,0.1182364729458917
2016-03-29,accruals_st_323,0.002004008016032
2016-03-30,accruals_st_324,0.905811623246493
2016-03-31,accruals_st_325,0.9038076152304608
2016-04-01,accruals_st_326,0.687374749498998
2016-04-04,accruals_st_327,0.9579158316633266
2016-04-05,accruals_st_328,0.7995991983967936
2016-04-06,accruals_st_329,0.7955911823647295
2016-04-07,accruals_st_330,0.5851703406813628
2016-04-08,accruals_st_331,0.6232464929859719
2016-04-11,accruals_st_332,0.9859719438877756
2016-04-12,accruals_st_333,0.4609218436873747
2016-04-13,accruals_st_334,0.4428857715430861
2016-04-14,accruals_st_335,0.1783567134268537
2016-04-15,accruals_st_336,0.3627254509018036
2016-04-18,accruals_st_337,0.4669338677354709
2016-04-19,accruals_st_338,0.503006012024048
2016-04-20,accruals_st_339,0.4188376753507014
2016-04-21,accruals_st_340,0.0561122244488977
2016-04-22,accruals_st_341,0.4789579158316633
2016-04-25,accruals_st_342,0.2645290581162324
2016-04-26,accruals_st_343,0.6212424849699398
2016-04-27,accruals_st_344,0.5531062124248497
2016-04-28,accruals_st_345,0.2024048096192384
2016-04-29,accruals_st_346,0.9078156312625252
2016-05-02,accruals_st_347,0.2364729458917835
2016-05-03,accruals_st_348,0.5290581162324649
2016-05-04,accruals_st_349,0.5651302605210421
2016-05-05,accruals_st_350,0.7074148296593187
2016-05-06,accruals_st_351,0.751503006012024
2016-05-09,accruals_st_352,0.995991983967936
2016-05-10,accruals_st_353,0.8216432865731463
2016-05-11,accruals_st_354,0.5851703406813628
2016-05-12,accruals_st_355,0.6513026052104208
2016-05-13,accruals_st_356,0.995991983967936
2016-05-16,accruals_st_357,0.220440881763527
2016-05-17,accruals_st_358,0.0200400801603206
2016-05-18,accruals_st_359,0.4328657314629258
2016-05-19,accruals_st_360,0.6653306613226453
2016-05-20,accruals_st_361,0.6092184368737475
2016-05-23,accruals_st_362,0.6713426853707415
2016-05-24,accruals_st_363,0.0921843687374749
2016-05-25,accruals_st_364,0.6713426853707415
2016-05-26,accruals_st_365,0.8637274549098196
2016-05-27,accruals_st_366,0.4589178356713427
2016-05-30,accruals_st_367,0.1122244488977955
2016-05-31,accruals_st_368,0.5290581162324649
2016-06-01,accruals_st_369,0.0220440881763527
2016-06-02,accruals_st_370,0.8256513026052105
2016-06-03,accruals_st_371,0.8637274549098196
2016-06-06,accruals_st_372,0.9118236472945892
2016-06-07,accruals_st_373,0.3086172344689378
2016-06-08,accruals_st_374,0.3727454909819639
2016-06-09,accruals_st_375,0.9438877755511024
2016-06-10,accruals_st_376,0.6773547094188377
2016-06-13,accruals_st_377,0.0440881763527054
2016-06-14,accruals_st_378,0.8817635270541082
2016-06-15,accruals_st_379,0.3707414829659318
2016-06-16,accruals_st_380,0.7955911823647295
2016-06-17,accruals_st_381,0.406813627254509
2016-06-20,accruals_st_382,0.7474949899799599
2016-06-21,accruals_st_383,0.2605210420841683
2016-06-22,accruals_st_384,0.1543086172344689
2016-06-23,accruals_st_385,0.3206412825651302
2016-06-24,accruals_st_386,0.87374749498998
2016-06-27,accruals_st_387,0.0541082164328657
2016-06-28,accruals_st_388,0.3967935871743487
2016-06-29,accruals_st_389,0.5591182364729459
2016-06-30,accruals_st_390,0.4168336673346693
2016-07-01,accruals_st_391,0.503006012024048
2016-07-04,accruals_st_392,0.9819639278557114
2016-07-05,accruals_st_393,0.5350701402805611
2016-07-06,accruals_st_394,0.1503006012024048
2016-07-07,accruals_st_395,0.7735470941883767
2016-07-08,accruals_st_396,0.2364729458917835
2016-07-11,accruals_st_397,0.4308617234468938
2016-07-12,accruals_st_398,0.531062124248497
2016-07-13,accruals_st_399,0.8196392785571143
2016-07-14,accruals_st_400,0.9418837675350702
2016-07-15,accruals_st_401,0.6192384769539078
2016-07-18,accruals_st_402,0.4869739478957915
2016-07-19,accruals_st_403,0.779559118236473
2016-07-20,accruals_st_404,0.1422845691382765
2016-07-21,accruals_st_405,0.8717434869739479
2016-07-22,accruals_st_406,0.2765531062124248
2016-07-25,accruals_st_407,0.7074148296593187
2016-07-26,accruals_st_408,0.939879759519038
2016-07-27,accruals_st_409,0.3046092184368738
2016-07-28,accruals_st_410,0.8276553106212425
2016-07-29,accruals_st_411,0.2264529058116232
2016-08-01,accruals_st_412,0.8957915831663327
2016-08-02,accruals_st_413,0.8276553106212425
2016-08-03,accruals_st_414,0.9939879759519038
2016-08-04,accruals_st_415,0.531062124248497
2016-08-05,accruals_st_416,0.2024048096192384
2016-08-08,accruals_st_417,0.1743486973947896
2016-08-09,accruals_st_418,0.9078156312625252
2016-08-10,accruals_st_419,0.1683366733466934
2016-08-11,accruals_st_420,0.2785571142284569
2016-08-12,accruals_st_421,0.406813627254509
2016-08-15,accruals_st_422,0.0360721442885771
2016-08-16,accruals_st_423,0.6753507014028056
2016-08-17,accruals_st_424,0.7975951903807615
2016-08-18,accruals_st_425,0.1683366733466934
2016-08-19,accruals_st_426,0.8336673346693386
2016-08-22,accruals_st_427,0.749498997995992
2016-08-23,accruals_st_428,0.997995991983968
2016-08-24,accruals_st_429,0.0661322645290581
2016-08-25,accruals_st_430,0.93186372745491
2016-08-26,accruals_st_431,0.0541082164328657
2016-08-29,accruals_st_432,0.8577154308617234
2016-08-30,accruals_st_433,0.9819639278557114
2016-08-31,accruals_st_434,0.1102204408817635
2016-09-01,accruals_st_435,0.1663326653306613
2016-09-02,accruals_st_436,0.3226452905811623
2016-09-05,accruals_st_437,0.2685370741482966
2016-09-06,accruals_st_438,0.6533066132264529
2016-09-07,accruals_st_439,0.0440881763527054
2016-09-08,accruals_st_440,0.1082164328657314
2016-09-09,accruals_st_441,0.2024048096192384
2016-09-12,accruals_st_442,0.3306613226452906
2016-09-13,accruals_st_443,0.7755511022044088
2016-09-14,accruals_st_444,0.0501002004008016
2016-09-15,accruals_st_445,0.002004008016032
2016-09-16,accruals_st_446,0.1623246492985972
2016-09-19,accruals_st_447,0.7535070140280561
2016-09-20,accruals_st_448,0.8937875751503006
2016-09-21,accruals_st_449,0.1503006012024048
2016-09-22,accruals_st_450,0.5250501002004008
2016-09-23,accruals_st_451,0.7234468937875751
2016-09-26,accruals_st_452,0.9779559118236472
2016-09-27,accruals_st_453,0.0260521042084168
2016-09-28,accruals_st_454,0.1362725450901803
2016-09-29,accruals_st_455,0.2605210420841683
2016-09-30,accruals_st_456,0.1362725450901803
2016-10-03,accruals_st_457,0.4729458917835671
2016-10-04,accruals_st_458,0.1422845691382765
2016-10-05,accruals_st_459,0.6933867735470942
2016-10-06,accruals_st_460,0.0581162324649298
2016-10-07,accruals_st_461,0.5130260521042084
2016-10-10,accruals_st_462,0.7595190380761523
2016-10-11,accruals_st_463,0.7374749498997996
2016-10-12,accruals_st_464,0.4889779559118236
2016-10-13,accruals_st_465,0.9819639278557114
2016-10-14,accruals_st_466,0.4408817635270541
2016-10-17,accruals_st_467,0.6132264529058116
2016-10-18,accruals_st_468,0.250501002004008
2016-10-19,accruals_st_469,0.4549098196392785
2016-10-20,accruals_st_470,0.9478957915831664
2016-10-21,accruals_st_471,0.2384769539078156
2016-10-24,accruals_st_472,0.9599198396793588
2016-10-25,accruals_st_473,0.8216432865731463
2016-10-26,accruals_st_474,0.7595190380761523
2016-10-27,accruals_st_475,0.4789579158316633
2016-10-28,accruals_st_476,0.3587174348697395
2016-10-31,accruals_st_477,0.3286573146292585
2016-11-01,accruals_st_478,0.1202404809619238
2016-11-02,accruals_st_479,0.0721442885771543
2016-11-03,accruals_st_480,0.6452905811623246
2016-11-04,accruals_st_481,0.468937875751503
2016-11-07,accruals_st_482,0.845691382765531
2016-11-08,accruals_st_483,0.4949899799599198
2016-11-09,accruals_st_484,0.5290581162324649
2016-11-10,accruals_st_485,0.1342685370741483
2016-11-11,accruals_st_486,0.9879759519038076
2016-11-14,accruals_st_487,0.1803607214428857
2016-11-15,accruals_st_488,0.0541082164328657
2016-11-16,accruals_st_489,0.6693386773547094
2016-11-17,accruals_st_490,0.4008016032064128
2016-11-18,accruals_st_491,0.7655310621242485
2016-11-21,accruals_st_492,0.3587174348697395
2016-11-22,accruals_st_493,0.655310621242485
2016-11-23,accruals_st_494,0.9919839679358716
2016-11-24,accruals_st_495,0.1503006012024048
2016-11-25,accruals_st_496,0.1142284569138276
2016-11-28,accruals_st_497,0.4569138276553106
2016-11-29,accruals_st_498,0.468937875751503
2016-11-30,accruals_st_499,0.7274549098196392
2016-12-01,accruals_st_500,0.7114228456913828
2016-12-02,accruals_st_501,0.5050100200400801
2016-12-05,accruals_st_502,0.9679358717434868
2016-12-06,accruals_st_503,0.0981963927855711
2016-12-07,accruals_st_504,0.0300601202404809
2016-12-08,accruals_st_505,0.7955911823647295
2016-12-09,accruals_st_506,0.6152304609218436
2016-12-12,accruals_st_507,0.4769539078156312
2016-12-13,accruals_st_508,0.374749498997996
2016-12-14,accruals_st_509,0.0160320641282565
2016-12-15,accruals_st_510,0.2605210420841683
2016-12-16,accruals_st_511,0.1462925851703407
2016-12-19,accruals_st_512,0.0140280561122244
2016-12-20,accruals_st_513,0.8797595190380761
2016-12-21,accruals_st_514,0.25250501002004
2016-12-22,accruals_st_515,0.4969939879759519
2016-12-23,accruals_st_516,0.4989979959919839
2016-12-26,accruals_st_517,0.1022044088176352
2016-12-27,accruals_st_518,0.533066132264529
2016-12-28,accruals_st_519,0.4188376753507014
2016-12-29,accruals_st_520,0.4348697394789579
2016-12-30,accruals_st_521,0.6933867735470942
2017-01-02,accruals_st_522,0.4448897795591182
2017-01-03,accruals_st_523,0.3807615230460922
2017-01-04,accruals_st_524,0.3286573146292585
2017-01-05,accruals_st_525,0.5130260521042084
2017-01-06,accruals_st_526,0.3587174348697395
2017-01-09,accruals_st_527,0.2384769539078156
2017-01-10,accruals_st_528,0.1122244488977955
2017-01-11,accruals_st_529,0.4849699398797595
2017-01-12,accruals_st_530,0.7294589178356713
2017-01-13,accruals_st_531,0.4729458917835671
2017-01-16,accruals_st_532,0.0240480961923847
2017-01-17,accruals_st_533,1.0
2017-01-18,accruals_st_534,0.875751503006012
2017-01-19,accruals_st_535,0.3787575150300601
2017-01-20,accruals_st_536,0.9278557114228456
2017-01-23,accruals_st_537,0.6833667334669339
2017-01-24,accruals_st_538,0.2625250501002004
2017-01-25,accruals_st_539,0.5891783567134269
2017-01-26,accruals_st_540,0.2304609218436873
2017-01-27,accruals_st_541,0.4408817635270541
2017-01-30,accruals_st_542,0.3827655310621242
2017-01-31,accruals_st_543,0.8056112224448898
2017-02-01,accruals_st_544,0.3907815631262525
2017-02-02,accruals_st_545,0.6372745490981964
2017-02-03,accruals_st_546,0.7094188376753507
2017-02-06,accruals_st_547,0.8196392785571143
2017-02-07,accruals_st_548,0.9939879759519038
2017-02-08,accruals_st_549,0.3947895791583166
2017-02-09,accruals_st_550,0.7314629258517034
2017-02-10,accruals_st_551,0.6713426853707415
2017-02-13,accruals_st_552,0.4669338677354709
2017-02-14,accruals_st_553,0.2685370741482966
2017-02-15,accruals_st_554,0.3887775551102204
2017-02-16,accruals_st_555,0.0821643286573146
2017-02-17,accruals_st_556,0.9018036072144288
2017-02-20,accruals_st_557,0.6593186372745491
2017-02-21,accruals_st_558,0.593186372745491
2017-02-22,accruals_st_559,0.7434869739478958
2017-02-23,accruals_st_560,0.8657314629258517
2017-02-24,accruals_st_561,0.4609218436873747
2017-02-27,accruals_st_562,0.3567134268537074
2017-02-28,accruals_st_563,0.939879759519038
2017-03-01,accruals_st_564,0.2885771543086172
2017-03-02,accruals_st_565,0.9579158316633266
2017-03-03,accruals_st_566,0.1963927855711423
2017-03-06,accruals_st_567,0.9498997995991983
2017-03-07,accruals_st_568,0.845691382765531
2017-03-08,accruals_st_569,0.6112224448897795
2017-03-09,accruals_st_570,0.0881763527054108
2017-03-10,accruals_st_571,0.9539078156312624
2017-03-13,accruals_st_572,0.5270541082164328
2017-03-14,accruals_st_573,0.1302605210420841
2017-03-15,accruals_st_574,0.995991983967936
2017-03-16,accruals_st_575,0.4328657314629258
2017-03-17,accruals_st_576,0.0440881763527054
2017-03-20,accruals_st_577,0.376753507014028
2017-03-21,accruals_st_578,0.1763527054108216
2017-03-22,accruals_st_579,0.0480961923847695
2017-03-23,accruals_st_580,0.8056112224448898
2017-03-24,accruals_st_581,0.6232464929859719
2017-03-27,accruals_st_582,0.3366733466933868
2017-03-28,accruals_st_583,0.2585170340681362
2017-03-29,accruals_st_584,0.2384769539078156
