date,stock_id,beta_momentum_12_1
2015-03-11,momentum_12_1_49,0.533066132264529
2015-03-12,momentum_12_1_50,0.5971943887775552
2015-03-13,momentum_12_1_51,0.5250501002004008
2015-03-16,momentum_12_1_52,0.4188376753507014
2015-03-17,momentum_12_1_53,0.0140280561122244
2015-03-18,momentum_12_1_54,0.2444889779559118
2015-03-19,momentum_12_1_55,0.250501002004008
2015-03-20,momentum_12_1_56,0.9679358717434868
2015-03-23,momentum_12_1_57,0.344689378757515
2015-03-24,momentum_12_1_58,0.7034068136272545
2015-03-25,momentum_12_1_59,0.5851703406813628
2015-03-26,momentum_12_1_60,0.0300601202404809
2015-03-27,momentum_12_1_61,0.3907815631262525
2015-03-30,momentum_12_1_62,0.1102204408817635
2015-03-31,momentum_12_1_63,0.3106212424849699
2015-04-01,momentum_12_1_64,0.7835671342685371
2015-04-02,momentum_12_1_65,0.8256513026052105
2015-04-03,momentum_12_1_66,0.2945891783567134
2015-04-06,momentum_12_1_67,0.3086172344689378
2015-04-07,momentum_12_1_68,0.9879759519038076
2015-04-08,momentum_12_1_69,0.0801603206412825
2015-04-09,momentum_12_1_70,0.8476953907815631
2015-04-10,momentum_12_1_71,0.8316633266533067
2015-04-13,momentum_12_1_72,0.7234468937875751
2015-04-14,momentum_12_1_73,0.9118236472945892
2015-04-15,momentum_12_1_74,0.1082164328657314
2015-04-16,momentum_12_1_75,0.8937875751503006
2015-04-17,momentum_12_1_76,0.6833667334669339
2015-04-20,momentum_12_1_77,0.8697394789579158
2015-04-21,momentum_12_1_78,0.6392785571142284
2015-04-22,momentum_12_1_79,0.6472945891783567
2015-04-23,momentum_12_1_80,0.2845691382765531
2015-04-24,momentum_12_1_81,0.1723446893787575
2015-04-27,momentum_12_1_82,0.3026052104208417
2015-04-28,momentum_12_1_83,0.438877755511022
2015-04-29,momentum_12_1_84,0.2965931863727455
2015-04-30,momentum_12_1_85,0.6452905811623246
2015-05-01,momentum_12_1_86,0.220440881763527
2015-05-04,momentum_12_1_87,0.8216432865731463
2015-05-05,momentum_12_1_88,0.7194388777555111
2015-05-06,momentum_12_1_89,0.9939879759519038
2015-05-07,momentum_12_1_90,0.8496993987975952
2015-05-08,momentum_12_1_91,0.0440881763527054
2015-05-11,momentum_12_1_92,0.7094188376753507
2015-05-12,momentum_12_1_93,0.6492985971943888
2015-05-13,momentum_12_1_94,0.1663326653306613
2015-05-14,momentum_12_1_95,0.8717434869739479
2015-05-15,momentum_12_1_96,0.7294589178356713
2015-05-18,momentum_12_1_97,0.188376753507014
2015-05-19,momentum_12_1_98,0.9879759519038076
2015-05-20,momentum_12_1_99,0.2464929859719438
2015-05-21,momentum_12_1_100,0.5490981963927856
2015-05-22,momentum_12_1_101,0.8276553106212425
2015-05-25,momentum_12_1_102,0.4589178356713427
2015-05-26,momentum_12_1_103,0.4709418837675351
2015-05-27,momentum_12_1_104,0.9599198396793588
2015-05-28,momentum_12_1_105,0.6452905811623246
2015-05-29,momentum_12_1_106,0.8937875751503006
2015-06-01,momentum_12_1_107,0.0120240480961923
2015-06-02,momentum_12_1_108,0.751503006012024
2015-06-03,momentum_12_1_109,0.3567134268537074
2015-06-04,momentum_12_1_110,0.7414829659318637
2015-06-05,momentum_12_1_111,0.6312625250501002
2015-06-08,momentum_12_1_112,0.6933867735470942
2015-06-09,momentum_12_1_113,0.1002004008016032
2015-06-10,momentum_12_1_114,0.2124248496993988
2015-06-11,momentum_12_1_115,0.8537074148296593
2015-06-12,momentum_12_1_116,0.5771543086172345
2015-06-15,momentum_12_1_117,0.9298597194388778
2015-06-16,momentum_12_1_118,0.3847695390781563
2015-06-17,momentum_12_1_119,0.5470941883767535
2015-06-18,momentum_12_1_120,0.5110220440881763
2015-06-19,momentum_12_1_121,0.0040080160320641
2015-06-22,momentum_12_1_122,0.0921843687374749
2015-06-23,momentum_12_1_123,0.3507014028056112
2015-06-24,momentum_12_1_124,0.937875751503006
2015-06-25,momentum_12_1_125,0.4989979959919839
2015-06-26,momentum_12_1_126,0.312625250501002
2015-06-29,momentum_12_1_127,0.4589178356713427
2015-06-30,momentum_12_1_128,0.3687374749498998
2015-07-01,momentum_12_1_129,0.1823647294589178
2015-07-02,momentum_12_1_130,0.9298597194388778
2015-07-03,momentum_12_1_131,0.6372745490981964
2015-07-06,momentum_12_1_132,0.1442885771543086
2015-07-07,momentum_12_1_133,0.0380761523046092
2015-07-08,momentum_12_1_134,0.0040080160320641
2015-07-09,momentum_12_1_135,0.7895791583166333
2015-07-10,momentum_12_1_136,0.1963927855711423
2015-07-13,momentum_12_1_137,0.1783567134268537
2015-07-14,momentum_12_1_138,0.6833667334669339
2015-07-15,momentum_12_1_139,0.4889779559118236
2015-07-16,momentum_12_1_140,0.627254509018036
2015-07-17,momentum_12_1_141,0.4989979959919839
2015-07-20,momentum_12_1_142,0.2324649298597194
2015-07-21,momentum_12_1_143,0.5470941883767535
2015-07-22,momentum_12_1_144,0.2264529058116232
2015-07-23,momentum_12_1_145,0.7655310621242485
2015-07-24,momentum_12_1_146,0.7054108216432866
2015-07-27,momentum_12_1_147,0.8316633266533067
2015-07-28,momentum_12_1_148,0.9198396793587176
2015-07-29,momentum_12_1_149,0.7635270541082164
2015-07-30,momentum_12_1_150,0.1843687374749499
2015-07-31,momentum_12_1_151,0.002004008016032
2015-08-03,momentum_12_1_152,0.376753507014028
2015-08-04,momentum_12_1_153,0.5971943887775552
2015-08-05,momentum_12_1_154,0.8977955911823647
2015-08-06,momentum_12_1_155,0.4188376753507014
2015-08-07,momentum_12_1_156,0.0480961923847695
2015-08-10,momentum_12_1_157,0.8957915831663327
2015-08-11,momentum_12_1_158,0.1422845691382765
2015-08-12,momentum_12_1_159,0.593186372745491
2015-08-13,momentum_12_1_160,0.8056112224448898
2015-08-14,momentum_12_1_161,0.0881763527054108
2015-08-17,momentum_12_1_162,0.1482965931863727
2015-08-18,momentum_12_1_163,0.2945891783567134
2015-08-19,momentum_12_1_164,0.625250501002004
2015-08-20,momentum_12_1_165,0.7575150300601202
2015-08-21,momentum_12_1_166,0.280561122244489
2015-08-24,momentum_12_1_167,0.3266533066132264
2015-08-25,momentum_12_1_168,0.3507014028056112
2015-08-26,momentum_12_1_169,0.0160320641282565
2015-08-27,momentum_12_1_170,0.9458917835671342
2015-08-28,momentum_12_1_171,0.8336673346693386
2015-08-31,momentum_12_1_172,0.0621242484969939
2015-09-01,momentum_12_1_173,0.8416833667334669
2015-09-02,momentum_12_1_174,0.9519038076152304
2015-09-03,momentum_12_1_175,0.3727454909819639
2015-09-04,momentum_12_1_176,0.5050100200400801
2015-09-07,momentum_12_1_177,0.5791583166332666
2015-09-08,momentum_12_1_178,0.9038076152304608
2015-09-09,momentum_12_1_179,0.6072144288577155
2015-09-10,momentum_12_1_180,0.8196392785571143
2015-09-11,momentum_12_1_181,0.1903807615230461
2015-09-14,momentum_12_1_182,0.2324649298597194
2015-09-15,momentum_12_1_183,0.2665330661322645
2015-09-16,momentum_12_1_184,0.5050100200400801
2015-09-17,momentum_12_1_185,0.4468937875751503
2015-09-18,momentum_12_1_186,0.8917835671342685
2015-09-21,momentum_12_1_187,0.4348697394789579
2015-09-22,momentum_12_1_188,0.5691382765531062
2015-09-23,momentum_12_1_189,0.4168336673346693
2015-09-24,momentum_12_1_190,0.3226452905811623
2015-09-25,momentum_12_1_191,0.3046092184368738
2015-09-28,momentum_12_1_192,0.7194388777555111
2015-09-29,momentum_12_1_193,0.5350701402805611
2015-09-30,momentum_12_1_194,0.9679358717434868
2015-10-01,momentum_12_1_195,0.8677354709418837
2015-10-02,momentum_12_1_196,0.3827655310621242
2015-10-05,momentum_12_1_197,0.7895791583166333
2015-10-06,momentum_12_1_198,0.9158316633266532
2015-10-07,momentum_12_1_199,0.9438877755511024
2015-10-08,momentum_12_1_200,0.8396793587174348
2015-10-09,momentum_12_1_201,0.0981963927855711
2015-10-12,momentum_12_1_202,0.875751503006012
2015-10-13,momentum_12_1_203,0.7234468937875751
2015-10-14,momentum_12_1_204,0.2164328657314629
2015-10-15,momentum_12_1_205,0.3406813627254509
2015-10-16,momentum_12_1_206,0.250501002004008
2015-10-19,momentum_12_1_207,0.9138276553106212
2015-10-20,momentum_12_1_208,0.2545090180360721
2015-10-21,momentum_12_1_209,0.4649298597194389
2015-10-22,momentum_12_1_210,0.4869739478957915
2015-10-23,momentum_12_1_211,0.6332665330661322
2015-10-26,momentum_12_1_212,0.6533066132264529
2015-10-27,momentum_12_1_213,0.995991983967936
2015-10-28,momentum_12_1_214,0.2484969939879759
2015-10-29,momentum_12_1_215,0.8577154308617234
2015-10-30,momentum_12_1_216,0.0080160320641282
2015-11-02,momentum_12_1_217,0.0741482965931863
2015-11-03,momentum_12_1_218,0.9018036072144288
2015-11-04,momentum_12_1_219,0.2164328657314629
2015-11-05,momentum_12_1_220,0.7875751503006012
2015-11-06,momentum_12_1_221,0.1763527054108216
2015-11-09,momentum_12_1_222,0.2685370741482966
2015-11-10,momentum_12_1_223,0.3046092184368738
2015-11-11,momentum_12_1_224,0.156312625250501
2015-11-12,momentum_12_1_225,0.4028056112224449
2015-11-13,momentum_12_1_226,0.156312625250501
2015-11-16,momentum_12_1_227,0.5110220440881763
2015-11-17,momentum_12_1_228,0.2364729458917835
2015-11-18,momentum_12_1_229,0.3466933867735471
2015-11-19,momentum_12_1_230,0.2084168336673346
2015-11-20,momentum_12_1_231,0.0781563126252505
2015-11-23,momentum_12_1_232,0.1442885771543086
2015-11-24,momentum_12_1_233,0.1903807615230461
2015-11-25,momentum_12_1_234,0.0220440881763527
2015-11-26,momentum_12_1_235,0.7334669338677354
2015-11-27,momentum_12_1_236,0.5951903807615231
2015-11-30,momentum_12_1_237,0.4428857715430861
2015-12-01,momentum_12_1_238,0.1322645290581162
2015-12-02,momentum_12_1_239,0.3927855711422846
2015-12-03,momentum_12_1_240,0.4328657314629258
2015-12-04,momentum_12_1_241,0.0060120240480961
2015-12-07,momentum_12_1_242,0.8997995991983968
2015-12-08,momentum_12_1_243,0.4609218436873747
2015-12-09,momentum_12_1_244,0.2104208416833667
2015-12-10,momentum_12_1_245,0.939879759519038
2015-12-11,momentum_12_1_246,0.8016032064128257
2015-12-14,momentum_12_1_247,0.997995991983968
2015-12-15,momentum_12_1_248,0.0801603206412825
2015-12-16,momentum_12_1_249,0.7975951903807615
2015-12-17,momentum_12_1_250,0.6793587174348698
2015-12-18,momentum_12_1_251,0.7875751503006012
2015-12-21,momentum_12_1_252,0.6513026052104208
2015-12-22,momentum_12_1_253,0.5290581162324649
2015-12-23,momentum_12_1_254,0.2745490981963928
2015-12-24,momentum_12_1_255,0.3086172344689378
2015-12-25,momentum_12_1_256,0.6472945891783567
2015-12-28,momentum_12_1_257,0.2244488977955911
2015-12-29,momentum_12_1_258,0.12625250501002
2015-12-30,momentum_12_1_259,0.2064128256513026
2015-12-31,momentum_12_1_260,0.8877755511022044
2016-01-01,momentum_12_1_261,0.717434869739479
2016-01-04,momentum_12_1_262,0.5791583166332666
2016-01-05,momentum_12_1_263,0.8316633266533067
2016-01-06,momentum_12_1_264,0.4749498997995992
2016-01-07,momentum_12_1_265,0.1442885771543086
2016-01-08,momentum_12_1_266,0.7895791583166333
2016-01-11,momentum_12_1_267,0.468937875751503
2016-01-12,momentum_12_1_268,0.4128256513026052
2016-01-13,momentum_12_1_269,0.8276553106212425
2016-01-14,momentum_12_1_270,0.0881763527054108
2016-01-15,momentum_12_1_271,0.7294589178356713
2016-01-18,momentum_12_1_272,0.7915831663326653
2016-01-19,momentum_12_1_273,0.1543086172344689
2016-01-20,momentum_12_1_274,0.7414829659318637
2016-01-21,momentum_12_1_275,0.1342685370741483
2016-01-22,momentum_12_1_276,0.7995991983967936
2016-01-25,momentum_12_1_277,0.9178356713426854
2016-01-26,momentum_12_1_278,0.3667334669338677
2016-01-27,momentum_12_1_279,0.1543086172344689
2016-01-28,momentum_12_1_280,0.3687374749498998
2016-01-29,momentum_12_1_281,0.1903807615230461
2016-02-01,momentum_12_1_282,0.751503006012024
2016-02-02,momentum_12_1_283,0.533066132264529
2016-02-03,momentum_12_1_284,0.376753507014028
2016-02-04,momentum_12_1_285,0.4749498997995992
2016-02-05,momentum_12_1_286,0.6052104208416834
2016-02-08,momentum_12_1_287,0.1763527054108216
2016-02-09,momentum_12_1_288,0.0280561122244488
2016-02-10,momentum_12_1_289,0.2625250501002004
2016-02-11,momentum_12_1_290,0.3807615230460922
2016-02-12,momentum_12_1_291,0.9438877755511024
2016-02-15,momentum_12_1_292,0.9218436873747496
2016-02-16,momentum_12_1_293,0.5050100200400801
2016-02-17,momentum_12_1_294,0.5130260521042084
2016-02-18,momentum_12_1_295,0.6232464929859719
2016-02-19,momentum_12_1_296,0.0220440881763527
2016-02-22,momentum_12_1_297,0.8216432865731463
2016-02-23,momentum_12_1_298,0.779559118236473
2016-02-24,momentum_12_1_299,0.0581162324649298
2016-02-25,momentum_12_1_300,0.9138276553106212
2016-02-26,momentum_12_1_301,0.8316633266533067
2016-02-29,momentum_12_1_302,0.2164328657314629
2016-03-01,momentum_12_1_303,0.4028056112224449
2016-03-02,momentum_12_1_304,0.2284569138276553
2016-03-03,momentum_12_1_305,0.8817635270541082
2016-03-04,momentum_12_1_306,0.6092184368737475
2016-03-07,momentum_12_1_307,0.5951903807615231
2016-03-08,momentum_12_1_308,0.657314629258517
2016-03-09,momentum_12_1_309,0.9799599198396792
2016-03-10,momentum_12_1_310,0.8036072144288577
2016-03-11,momentum_12_1_311,0.9438877755511024
2016-03-14,momentum_12_1_312,0.1903807615230461
2016-03-15,momentum_12_1_313,0.9759519038076152
2016-03-16,momentum_12_1_314,0.2985971943887776
2016-03-17,momentum_12_1_315,0.3206412825651302
2016-03-18,momentum_12_1_316,0.2725450901803607
2016-03-21,momentum_12_1_317,0.781563126252505
2016-03-22,momentum_12_1_318,0.1182364729458917
2016-03-23,momentum_12_1_319,0.7234468937875751
2016-03-24,momentum_12_1_320,0.9438877755511024
2016-03-25,momentum_12_1_321,0.0200400801603206
2016-03-28,momentum_12_1_322,0.1182364729458917
2016-03-29,momentum_12_1_323,0.002004008016032
2016-03-30,momentum_12_1_324,0.905811623246493
2016-03-31,momentum_12_1_325,0.9038076152304608
2016-04-01,momentum_12_1_326,0.687374749498998
2016-04-04,momentum_12_1_327,0.9579158316633266
2016-04-05,momentum_12_1_328,0.7995991983967936
2016-04-06,momentum_12_1_329,0.7955911823647295
2016-04-07,momentum_12_1_330,0.5851703406813628
2016-04-08,momentum_12_1_331,0.6232464929859719
2016-04-11,momentum_12_1_332,0.9859719438877756
2016-04-12,momentum_12_1_333,0.4609218436873747
2016-04-13,momentum_12_1_334,0.4428857715430861
2016-04-14,momentum_12_1_335,0.1783567134268537
2016-04-15,momentum_12_1_336,0.3627254509018036
2016-04-18,momentum_12_1_337,0.4669338677354709
2016-04-19,momentum_12_1_338,0.503006012024048
2016-04-20,momentum_12_1_339,0.4188376753507014
2016-04-21,momentum_12_1_340,0.0561122244488977
2016-04-22,momentum_12_1_341,0.4789579158316633
2016-04-25,momentum_12_1_342,0.2645290581162324
2016-04-26,momentum_12_1_343,0.6212424849699398
2016-04-27,momentum_12_1_344,0.5531062124248497
2016-04-28,momentum_12_1_345,0.2024048096192384
2016-04-29,momentum_12_1_346,0.9078156312625252
2016-05-02,momentum_12_1_347,0.2364729458917835
2016-05-03,momentum_12_1_348,0.5290581162324649
2016-05-04,momentum_12_1_349,0.5651302605210421
2016-05-05,momentum_12_1_350,0.7074148296593187
2016-05-06,momentum_12_1_351,0.751503006012024
2016-05-09,momentum_12_1_352,0.995991983967936
2016-05-10,momentum_12_1_353,0.8216432865731463
2016-05-11,momentum_12_1_354,0.5851703406813628
2016-05-12,momentum_12_1_355,0.6513026052104208
2016-05-13,momentum_12_1_356,0.995991983967936
2016-05-16,momentum_12_1_357,0.220440881763527
2016-05-17,momentum_12_1_358,0.0200400801603206
2016-05-18,momentum_12_1_359,0.4328657314629258
2016-05-19,momentum_12_1_360,0.6653306613226453
2016-05-20,momentum_12_1_361,0.6092184368737475
2016-05-23,momentum_12_1_362,0.6713426853707415
2016-05-24,momentum_12_1_363,0.0921843687374749
2016-05-25,momentum_12_1_364,0.6713426853707415
2016-05-26,momentum_12_1_365,0.8637274549098196
2016-05-27,momentum_12_1_366,0.4589178356713427
2016-05-30,momentum_12_1_367,0.1122244488977955
2016-05-31,momentum_12_1_368,0.5290581162324649
2016-06-01,momentum_12_1_369,0.0220440881763527
2016-06-02,momentum_12_1_370,0.8256513026052105
2016-06-03,momentum_12_1_371,0.8637274549098196
2016-06-06,momentum_12_1_372,0.9118236472945892
2016-06-07,momentum_12_1_373,0.3086172344689378
2016-06-08,momentum_12_1_374,0.3727454909819639
2016-06-09,momentum_12_1_375,0.9438877755511024
2016-06-10,momentum_12_1_376,0.6773547094188377
2016-06-13,momentum_12_1_377,0.0440881763527054
2016-06-14,momentum_12_1_378,0.8817635270541082
2016-06-15,momentum_12_1_379,0.3707414829659318
2016-06-16,momentum_12_1_380,0.7955911823647295
2016-06-17,momentum_12_1_381,0.406813627254509
2016-06-20,momentum_12_1_382,0.7474949899799599
2016-06-21,momentum_12_1_383,0.2605210420841683
2016-06-22,momentum_12_1_384,0.1543086172344689
2016-06-23,momentum_12_1_385,0.3206412825651302
2016-06-24,momentum_12_1_386,0.87374749498998
2016-06-27,momentum_12_1_387,0.0541082164328657
2016-06-28,momentum_12_1_388,0.3967935871743487
2016-06-29,momentum_12_1_389,0.5591182364729459
2016-06-30,momentum_12_1_390,0.4168336673346693
2016-07-01,momentum_12_1_391,0.503006012024048
2016-07-04,momentum_12_1_392,0.9819639278557114
2016-07-05,momentum_12_1_393,0.5350701402805611
2016-07-06,momentum_12_1_394,0.1503006012024048
2016-07-07,momentum_12_1_395,0.7735470941883767
2016-07-08,momentum_12_1_396,0.2364729458917835
2016-07-11,momentum_12_1_397,0.4308617234468938
2016-07-12,momentum_12_1_398,0.531062124248497
2016-07-13,momentum_12_1_399,0.8196392785571143
2016-07-14,momentum_12_1_400,0.9418837675350702
2016-07-15,momentum_12_1_401,0.6192384769539078
2016-07-18,momentum_12_1_402,0.4869739478957915
2016-07-19,momentum_12_1_403,0.779559118236473
2016-07-20,momentum_12_1_404,0.1422845691382765
2016-07-21,momentum_12_1_405,0.8717434869739479
2016-07-22,momentum_12_1_406,0.2765531062124248
2016-07-25,momentum_12_1_407,0.7074148296593187
2016-07-26,momentum_12_1_408,0.939879759519038
2016-07-27,momentum_12_1_409,0.3046092184368738
2016-07-28,momentum_12_1_410,0.8276553106212425
2016-07-29,momentum_12_1_411,0.2264529058116232
2016-08-01,momentum_12_1_412,0.8957915831663327
2016-08-02,momentum_12_1_413,0.8276553106212425
2016-08-03,momentum_12_1_414,0.9939879759519038
2016-08-04,momentum_12_1_415,0.531062124248497
2016-08-05,momentum_12_1_416,0.2024048096192384
2016-08-08,momentum_12_1_417,0.1743486973947896
2016-08-09,momentum_12_1_418,0.9078156312625252
2016-08-10,momentum_12_1_419,0.1683366733466934
2016-08-11,momentum_12_1_420,0.2785571142284569
2016-08-12,momentum_12_1_421,0.406813627254509
2016-08-15,momentum_12_1_422,0.0360721442885771
2016-08-16,momentum_12_1_423,0.6753507014028056
2016-08-17,momentum_12_1_424,0.7975951903807615
2016-08-18,momentum_12_1_425,0.1683366733466934
2016-08-19,momentum_12_1_426,0.8336673346693386
2016-08-22,momentum_12_1_427,0.749498997995992
2016-08-23,momentum_12_1_428,0.997995991983968
2016-08-24,momentum_12_1_429,0.0661322645290581
2016-08-25,momentum_12_1_430,0.93186372745491
2016-08-26,momentum_12_1_431,0.0541082164328657
2016-08-29,momentum_12_1_432,0.8577154308617234
2016-08-30,momentum_12_1_433,0.9819639278557114
2016-08-31,momentum_12_1_434,0.1102204408817635
2016-09-01,momentum_12_1_435,0.1663326653306613
2016-09-02,momentum_12_1_436,0.3226452905811623
2016-09-05,momentum_12_1_437,0.2685370741482966
2016-09-06,momentum_12_1_438,0.6533066132264529
2016-09-07,momentum_12_1_439,0.0440881763527054
2016-09-08,momentum_12_1_440,0.1082164328657314
2016-09-09,momentum_12_1_441,0.2024048096192384
2016-09-12,momentum_12_1_442,0.3306613226452906
2016-09-13,momentum_12_1_443,0.7755511022044088
2016-09-14,momentum_12_1_444,0.0501002004008016
2016-09-15,momentum_12_1_445,0.002004008016032
2016-09-16,momentum_12_1_446,0.1623246492985972
2016-09-19,momentum_12_1_447,0.7535070140280561
2016-09-20,momentum_12_1_448,0.8937875751503006
2016-09-21,momentum_12_1_449,0.1503006012024048
2016-09-22,momentum_12_1_450,0.5250501002004008
2016-09-23,momentum_12_1_451,0.7234468937875751
2016-09-26,momentum_12_1_452,0.9779559118236472
2016-09-27,momentum_12_1_453,0.0260521042084168
2016-09-28,momentum_12_1_454,0.1362725450901803
2016-09-29,momentum_12_1_455,0.2605210420841683
2016-09-30,momentum_12_1_456,0.1362725450901803
2016-10-03,momentum_12_1_457,0.4729458917835671
2016-10-04,momentum_12_1_458,0.1422845691382765
2016-10-05,momentum_12_1_459,0.6933867735470942
2016-10-06,momentum_12_1_460,0.0581162324649298
2016-10-07,momentum_12_1_461,0.5130260521042084
2016-10-10,momentum_12_1_462,0.7595190380761523
2016-10-11,momentum_12_1_463,0.7374749498997996
2016-10-12,momentum_12_1_464,0.4889779559118236
2016-10-13,momentum_12_1_465,0.9819639278557114
2016-10-14,momentum_12_1_466,0.4408817635270541
2016-10-17,momentum_12_1_467,0.6132264529058116
2016-10-18,momentum_12_1_468,0.250501002004008
2016-10-19,momentum_12_1_469,0.4549098196392785
2016-10-20,momentum_12_1_470,0.9478957915831664
2016-10-21,momentum_12_1_471,0.2384769539078156
2016-10-24,momentum_12_1_472,0.9599198396793588
2016-10-25,momentum_12_1_473,0.8216432865731463
2016-10-26,momentum_12_1_474,0.7595190380761523
2016-10-27,momentum_12_1_475,0.4789579158316633
2016-10-28,momentum_12_1_476,0.3587174348697395
2016-10-31,momentum_12_1_477,0.3286573146292585
2016-11-01,momentum_12_1_478,0.1202404809619238
2016-11-02,momentum_12_1_479,0.0721442885771543
2016-11-03,momentum_12_1_480,0.6452905811623246
2016-11-04,momentum_12_1_481,0.468937875751503
2016-11-07,momentum_12_1_482,0.845691382765531
2016-11-08,momentum_12_1_483,0.4949899799599198
2016-11-09,momentum_12_1_484,0.5290581162324649
2016-11-10,momentum_12_1_485,0.1342685370741483
2016-11-11,momentum_12_1_486,0.9879759519038076
2016-11-14,momentum_12_1_487,0.1803607214428857
2016-11-15,momentum_12_1_488,0.0541082164328657
2016-11-16,momentum_12_1_489,0.6693386773547094
2016-11-17,momentum_12_1_490,0.4008016032064128
2016-11-18,momentum_12_1_491,0.7655310621242485
2016-11-21,momentum_12_1_492,0.3587174348697395
2016-11-22,momentum_12_1_493,0.655310621242485
2016-11-23,momentum_12_1_494,0.9919839679358716
2016-11-24,momentum_12_1_495,0.1503006012024048
2016-11-25,momentum_12_1_496,0.1142284569138276
2016-11-28,momentum_12_1_497,0.4569138276553106
2016-11-29,momentum_12_1_498,0.468937875751503
2016-11-30,momentum_12_1_499,0.7274549098196392
2016-12-01,momentum_12_1_500,0.7114228456913828
2016-12-02,momentum_12_1_501,0.5050100200400801
2016-12-05,momentum_12_1_502,0.9679358717434868
2016-12-06,momentum_12_1_503,0.0981963927855711
2016-12-07,momentum_12_1_504,0.0300601202404809
2016-12-08,momentum_12_1_505,0.7955911823647295
2016-12-09,momentum_12_1_506,0.6152304609218436
2016-12-12,momentum_12_1_507,0.4769539078156312
2016-12-13,momentum_12_1_508,0.374749498997996
2016-12-14,momentum_12_1_509,0.0160320641282565
2016-12-15,momentum_12_1_510,0.2605210420841683
2016-12-16,momentum_12_1_511,0.1462925851703407
2016-12-19,momentum_12_1_512,0.0140280561122244
2016-12-20,momentum_12_1_513,0.8797595190380761
2016-12-21,momentum_12_1_514,0.25250501002004
2016-12-22,momentum_12_1_515,0.4969939879759519
2016-12-23,momentum_12_1_516,0.4989979959919839
2016-12-26,momentum_12_1_517,0.1022044088176352
2016-12-27,momentum_12_1_518,0.533066132264529
2016-12-28,momentum_12_1_519,0.4188376753507014
2016-12-29,momentum_12_1_520,0.4348697394789579
2016-12-30,momentum_12_1_521,0.6933867735470942
2017-01-02,momentum_12_1_522,0.4448897795591182
2017-01-03,momentum_12_1_523,0.3807615230460922
2017-01-04,momentum_12_1_524,0.3286573146292585
2017-01-05,momentum_12_1_525,0.5130260521042084
2017-01-06,momentum_12_1_526,0.3587174348697395
2017-01-09,momentum_12_1_527,0.2384769539078156
2017-01-10,momentum_12_1_528,0.1122244488977955
2017-01-11,momentum_12_1_529,0.4849699398797595
2017-01-12,momentum_12_1_530,0.7294589178356713
2017-01-13,momentum_12_1_531,0.4729458917835671
2017-01-16,momentum_12_1_532,0.0240480961923847
2017-01-17,momentum_12_1_533,1.0
2017-01-18,momentum_12_1_534,0.875751503006012
2017-01-19,momentum_12_1_535,0.3787575150300601
2017-01-20,momentum_12_1_536,0.9278557114228456
2017-01-23,momentum_12_1_537,0.6833667334669339
2017-01-24,momentum_12_1_538,0.2625250501002004
2017-01-25,momentum_12_1_539,0.5891783567134269
