date,stock_id,beta_volatility_6m
2015-03-12,volatility_6m_50,0.8476953907815631
2015-03-13,volatility_6m_51,0.9118236472945892
2015-03-16,volatility_6m_52,0.9018036072144288
2015-03-17,volatility_6m_53,0.0360721442885771
2015-03-18,volatility_6m_54,0.4609218436873747
2015-03-19,volatility_6m_55,0.4989979959919839
2015-03-20,volatility_6m_56,0.0721442885771543
2015-03-23,volatility_6m_57,0.6312625250501002
2015-03-24,volatility_6m_58,0.5971943887775552
2015-03-25,volatility_6m_59,0.8416833667334669
2015-03-26,volatility_6m_60,0.0561122244488977
2015-03-27,volatility_6m_61,0.781563126252505
2015-03-30,volatility_6m_62,0.2104208416833667
2015-03-31,volatility_6m_63,0.5851703406813628
2015-04-01,volatility_6m_64,0.4949899799599198
2015-04-02,volatility_6m_65,0.3627254509018036
2015-04-03,volatility_6m_66,0.6312625250501002
2015-04-06,volatility_6m_67,0.6232464929859719
2015-04-07,volatility_6m_68,0.0280561122244488
2015-04-08,volatility_6m_69,0.1683366733466934
2015-04-09,volatility_6m_70,0.3707414829659318
2015-04-10,volatility_6m_71,0.3567134268537074
2015-04-13,volatility_6m_72,0.5551102204408818
2015-04-14,volatility_6m_73,0.1803607214428857
2015-04-15,volatility_6m_74,0.1983967935871743
2015-04-16,volatility_6m_75,0.2645290581162324
2015-04-17,volatility_6m_76,0.6673346693386774
2015-04-20,volatility_6m_77,0.2244488977955911
2015-04-21,volatility_6m_78,0.7054108216432866
2015-04-22,volatility_6m_79,0.6372745490981964
2015-04-23,volatility_6m_80,0.6292585170340681
2015-04-24,volatility_6m_81,0.3547094188376753
2015-04-27,volatility_6m_82,0.5791583166332666
2015-04-28,volatility_6m_83,0.87374749498998
2015-04-29,volatility_6m_84,0.625250501002004
2015-04-30,volatility_6m_85,0.7254509018036072
2015-05-01,volatility_6m_86,0.468937875751503
2015-05-04,volatility_6m_87,0.3547094188376753
2015-05-05,volatility_6m_88,0.4849699398797595
2015-05-06,volatility_6m_89,0.0300601202404809
2015-05-07,volatility_6m_90,0.2905811623246493
2015-05-08,volatility_6m_91,0.1042084168336673
2015-05-11,volatility_6m_92,0.6072144288577155
2015-05-12,volatility_6m_93,0.7334669338677354
2015-05-13,volatility_6m_94,0.2925851703406814
2015-05-14,volatility_6m_95,0.2745490981963928
2015-05-15,volatility_6m_96,0.5430861723446894
2015-05-18,volatility_6m_97,0.4008016032064128
2015-05-19,volatility_6m_98,0.0240480961923847
2015-05-20,volatility_6m_99,0.5050100200400801
2015-05-21,volatility_6m_100,0.937875751503006
2015-05-22,volatility_6m_101,0.3607214428857715
2015-05-25,volatility_6m_102,0.9238476953907816
2015-05-26,volatility_6m_103,0.9018036072144288
2015-05-27,volatility_6m_104,0.0881763527054108
2015-05-28,volatility_6m_105,0.7214428857715431
2015-05-29,volatility_6m_106,0.2044088176352705
2015-06-01,volatility_6m_107,0.0160320641282565
2015-06-02,volatility_6m_108,0.4889779559118236
2015-06-03,volatility_6m_109,0.8016032064128257
2015-06-04,volatility_6m_110,0.6012024048096193
2015-06-05,volatility_6m_111,0.7374749498997996
2015-06-08,volatility_6m_112,0.6212424849699398
2015-06-09,volatility_6m_113,0.1803607214428857
2015-06-10,volatility_6m_114,0.4509018036072144
2015-06-11,volatility_6m_115,0.280561122244489
2015-06-12,volatility_6m_116,0.8697394789579158
2015-06-15,volatility_6m_117,0.1442885771543086
2015-06-16,volatility_6m_118,0.7655310621242485
2015-06-17,volatility_6m_119,0.8396793587174348
2015-06-18,volatility_6m_120,0.939879759519038
2015-06-19,volatility_6m_121,0.0080160320641282
2015-06-22,volatility_6m_122,0.1943887775551102
2015-06-23,volatility_6m_123,0.7294589178356713
2015-06-24,volatility_6m_124,0.1162324649298597
2015-06-25,volatility_6m_125,1.0
2015-06-26,volatility_6m_126,0.6332665330661322
2015-06-29,volatility_6m_127,0.9478957915831664
2015-06-30,volatility_6m_128,0.8376753507014028
2015-07-01,volatility_6m_129,0.3707414829659318
2015-07-02,volatility_6m_130,0.1382765531062124
2015-07-03,volatility_6m_131,0.717434869739479
2015-07-06,volatility_6m_132,0.3246492985971944
2015-07-07,volatility_6m_133,0.0761523046092184
2015-07-08,volatility_6m_134,0.0100200400801603
2015-07-09,volatility_6m_135,0.3787575150300601
2015-07-10,volatility_6m_136,0.3847695390781563
2015-07-13,volatility_6m_137,0.4048096192384769
2015-07-14,volatility_6m_138,0.6693386773547094
2015-07-15,volatility_6m_139,0.9659318637274548
2015-07-16,volatility_6m_140,0.7575150300601202
2015-07-17,volatility_6m_141,0.9659318637274548
2015-07-20,volatility_6m_142,0.4609218436873747
2015-07-21,volatility_6m_143,0.9659318637274548
2015-07-22,volatility_6m_144,0.4969939879759519
2015-07-23,volatility_6m_145,0.4108216432865731
2015-07-24,volatility_6m_146,0.593186372745491
2015-07-27,volatility_6m_147,0.3306613226452906
2015-07-28,volatility_6m_148,0.1523046092184369
2015-07-29,volatility_6m_149,0.5110220440881763
2015-07-30,volatility_6m_150,0.342685370741483
2015-07-31,volatility_6m_151,0.0060120240480961
2015-08-03,volatility_6m_152,0.8076152304609219
2015-08-04,volatility_6m_153,0.8196392785571143
2015-08-05,volatility_6m_154,0.218436873747495
2015-08-06,volatility_6m_155,0.8316633266533067
2015-08-07,volatility_6m_156,0.0921843687374749
2015-08-10,volatility_6m_157,0.1903807615230461
2015-08-11,volatility_6m_158,0.280561122244489
2015-08-12,volatility_6m_159,0.7394789579158316
2015-08-13,volatility_6m_160,0.4529058116232465
2015-08-14,volatility_6m_161,0.1783567134268537
2015-08-17,volatility_6m_162,0.3807615230460922
2015-08-18,volatility_6m_163,0.6072144288577155
2015-08-19,volatility_6m_164,0.751503006012024
2015-08-20,volatility_6m_165,0.503006012024048
2015-08-21,volatility_6m_166,0.6032064128256514
2015-08-24,volatility_6m_167,0.6693386773547094
2015-08-25,volatility_6m_168,0.7615230460921844
2015-08-26,volatility_6m_169,0.0280561122244488
2015-08-27,volatility_6m_170,0.1122244488977955
2015-08-28,volatility_6m_171,0.3006012024048096
2015-08-31,volatility_6m_172,0.1042084168336673
2015-09-01,volatility_6m_173,0.2705410821643286
2015-09-02,volatility_6m_174,0.1062124248496994
2015-09-03,volatility_6m_175,0.7394789579158316
2015-09-04,volatility_6m_176,0.9939879759519038
2015-09-07,volatility_6m_177,0.8797595190380761
2015-09-08,volatility_6m_178,0.1603206412825651
2015-09-09,volatility_6m_179,0.8256513026052105
2015-09-10,volatility_6m_180,0.3246492985971944
2015-09-11,volatility_6m_181,0.376753507014028
2015-09-14,volatility_6m_182,0.4108216432865731
2015-09-15,volatility_6m_183,0.5511022044088176
2015-09-16,volatility_6m_184,0.9679358717434868
2015-09-17,volatility_6m_185,0.9478957915831664
2015-09-18,volatility_6m_186,0.218436873747495
2015-09-21,volatility_6m_187,0.87374749498998
2015-09-22,volatility_6m_188,0.8657314629258517
2015-09-23,volatility_6m_189,0.8136272545090181
2015-09-24,volatility_6m_190,0.6472945891783567
2015-09-25,volatility_6m_191,0.6452905811623246
2015-09-28,volatility_6m_192,0.5851703406813628
2015-09-29,volatility_6m_193,0.9498997995991983
2015-09-30,volatility_6m_194,0.0701402805611222
2015-10-01,volatility_6m_195,0.312625250501002
2015-10-02,volatility_6m_196,0.749498997995992
2015-10-05,volatility_6m_197,0.4128256513026052
2015-10-06,volatility_6m_198,0.1863727454909819
2015-10-07,volatility_6m_199,0.1302605210420841
2015-10-08,volatility_6m_200,0.3186372745490982
2015-10-09,volatility_6m_201,0.2064128256513026
2015-10-12,volatility_6m_202,0.250501002004008
2015-10-13,volatility_6m_203,0.5430861723446894
2015-10-14,volatility_6m_204,0.4228456913827655
2015-10-15,volatility_6m_205,0.6753507014028056
2015-10-16,volatility_6m_206,0.4909819639278557
2015-10-19,volatility_6m_207,0.1943887775551102
2015-10-20,volatility_6m_208,0.5110220440881763
2015-10-21,volatility_6m_209,0.9879759519038076
2015-10-22,volatility_6m_210,0.9759519038076152
2015-10-23,volatility_6m_211,0.7454909819639278
2015-10-26,volatility_6m_212,0.6973947895791583
2015-10-27,volatility_6m_213,0.0040080160320641
2015-10-28,volatility_6m_214,0.5511022044088176
2015-10-29,volatility_6m_215,0.2685370741482966
2015-10-30,volatility_6m_216,0.0220440881763527
2015-11-02,volatility_6m_217,0.1603206412825651
2015-11-03,volatility_6m_218,0.2244488977955911
2015-11-04,volatility_6m_219,0.43687374749499
2015-11-05,volatility_6m_220,0.406813627254509
2015-11-06,volatility_6m_221,0.3366733466933868
2015-11-09,volatility_6m_222,0.5450901803607214
2015-11-10,volatility_6m_223,0.6192384769539078
2015-11-11,volatility_6m_224,0.3266533066132264
2015-11-12,volatility_6m_225,0.8276553106212425
2015-11-13,volatility_6m_226,0.3326653306613226
2015-11-16,volatility_6m_227,0.9719438877755512
2015-11-17,volatility_6m_228,0.4949899799599198
2015-11-18,volatility_6m_229,0.6212424849699398
2015-11-19,volatility_6m_230,0.4488977955911823
2015-11-20,volatility_6m_231,0.1342685370741483
2015-11-23,volatility_6m_232,0.2965931863727455
2015-11-24,volatility_6m_233,0.3647294589178356
2015-11-25,volatility_6m_234,0.0480961923847695
2015-11-26,volatility_6m_235,0.503006012024048
2015-11-27,volatility_6m_236,0.8376753507014028
2015-11-30,volatility_6m_237,0.8717434869739479
2015-12-01,volatility_6m_238,0.2745490981963928
2015-12-02,volatility_6m_239,0.8076152304609219
2015-12-03,volatility_6m_240,0.8416833667334669
2015-12-04,volatility_6m_241,0.0100200400801603
2015-12-07,volatility_6m_242,0.1983967935871743
2015-12-08,volatility_6m_243,0.8617234468937875
2015-12-09,volatility_6m_244,0.43687374749499
2015-12-10,volatility_6m_245,0.1122244488977955
2015-12-11,volatility_6m_246,0.4128256513026052
2015-12-14,volatility_6m_247,0.0040080160320641
2015-12-15,volatility_6m_248,0.1743486973947896
2015-12-16,volatility_6m_249,0.4128256513026052
2015-12-17,volatility_6m_250,0.5791583166332666
2015-12-18,volatility_6m_251,0.4128256513026052
2015-12-21,volatility_6m_252,0.6973947895791583
2015-12-22,volatility_6m_253,0.9438877755511024
2015-12-23,volatility_6m_254,0.5190380761523046
2015-12-24,volatility_6m_255,0.5651302605210421
2015-12-25,volatility_6m_256,0.657314629258517
2015-12-28,volatility_6m_257,0.4609218436873747
2015-12-29,volatility_6m_258,0.250501002004008
2015-12-30,volatility_6m_259,0.4248496993987976
2015-12-31,volatility_6m_260,0.2324649298597194
2016-01-01,volatility_6m_261,0.625250501002004
2016-01-04,volatility_6m_262,0.7855711422845691
2016-01-05,volatility_6m_263,0.3346693386773547
2016-01-06,volatility_6m_264,0.9118236472945892
2016-01-07,volatility_6m_265,0.2725450901803607
2016-01-08,volatility_6m_266,0.4008016032064128
2016-01-11,volatility_6m_267,0.9599198396793588
2016-01-12,volatility_6m_268,0.8316633266533067
2016-01-13,volatility_6m_269,0.3186372745490982
2016-01-14,volatility_6m_270,0.1863727454909819
2016-01-15,volatility_6m_271,0.5651302605210421
2016-01-18,volatility_6m_272,0.3787575150300601
2016-01-19,volatility_6m_273,0.2885771543086172
2016-01-20,volatility_6m_274,0.4909819639278557
2016-01-21,volatility_6m_275,0.2765531062124248
2016-01-22,volatility_6m_276,0.3947895791583166
2016-01-25,volatility_6m_277,0.1863727454909819
2016-01-26,volatility_6m_278,0.717434869739479
2016-01-27,volatility_6m_279,0.3086172344689378
2016-01-28,volatility_6m_280,0.7775551102204409
2016-01-29,volatility_6m_281,0.3727454909819639
2016-02-01,volatility_6m_282,0.5410821643286573
2016-02-02,volatility_6m_283,0.9098196392785572
2016-02-03,volatility_6m_284,0.7695390781563126
2016-02-04,volatility_6m_285,0.9458917835671342
2016-02-05,volatility_6m_286,0.7655310621242485
2016-02-08,volatility_6m_287,0.3326653306613226
2016-02-09,volatility_6m_288,0.0561122244488977
2016-02-10,volatility_6m_289,0.5751503006012024
2016-02-11,volatility_6m_290,0.7074148296593187
2016-02-12,volatility_6m_291,0.1222444889779559
2016-02-15,volatility_6m_292,0.1503006012024048
2016-02-16,volatility_6m_293,0.9438877755511024
2016-02-17,volatility_6m_294,0.9599198396793588
2016-02-18,volatility_6m_295,0.7274549098196392
2016-02-19,volatility_6m_296,0.0360721442885771
2016-02-22,volatility_6m_297,0.3406813627254509
2016-02-23,volatility_6m_298,0.3887775551102204
2016-02-24,volatility_6m_299,0.1202404809619238
2016-02-25,volatility_6m_300,0.1683366733466934
2016-02-26,volatility_6m_301,0.3466933867735471
2016-02-29,volatility_6m_302,0.4048096192384769
2016-03-01,volatility_6m_303,0.8617234468937875
2016-03-02,volatility_6m_304,0.4729458917835671
2016-03-03,volatility_6m_305,0.2705410821643286
2016-03-04,volatility_6m_306,0.7875751503006012
2016-03-07,volatility_6m_307,0.7955911823647295
2016-03-08,volatility_6m_308,0.6392785571142284
2016-03-09,volatility_6m_309,0.0480961923847695
2016-03-10,volatility_6m_310,0.3867735470941884
2016-03-11,volatility_6m_311,0.094188376753507
2016-03-14,volatility_6m_312,0.3947895791583166
2016-03-15,volatility_6m_313,0.0420841683366733
2016-03-16,volatility_6m_314,0.5891783567134269
2016-03-17,volatility_6m_315,0.5771543086172345
2016-03-18,volatility_6m_316,0.5370741482965932
2016-03-21,volatility_6m_317,0.4488977955911823
2016-03-22,volatility_6m_318,0.2244488977955911
2016-03-23,volatility_6m_319,0.5531062124248497
2016-03-24,volatility_6m_320,0.1482965931863727
2016-03-25,volatility_6m_321,0.0460921843687374
2016-03-28,volatility_6m_322,0.250501002004008
2016-03-29,volatility_6m_323,0.0080160320641282
2016-03-30,volatility_6m_324,0.1683366733466934
2016-03-31,volatility_6m_325,0.1643286573146292
2016-04-01,volatility_6m_326,0.6292585170340681
2016-04-04,volatility_6m_327,0.0881763527054108
2016-04-05,volatility_6m_328,0.4148296593186373
2016-04-06,volatility_6m_329,0.4248496993987976
2016-04-07,volatility_6m_330,0.8016032064128257
2016-04-08,volatility_6m_331,0.7915831663326653
2016-04-11,volatility_6m_332,0.034068136272545
2016-04-12,volatility_6m_333,0.9859719438877756
2016-04-13,volatility_6m_334,0.9138276553106212
2016-04-14,volatility_6m_335,0.3186372745490982
2016-04-15,volatility_6m_336,0.6673346693386774
2016-04-18,volatility_6m_337,0.995991983967936
2016-04-19,volatility_6m_338,0.9158316633266532
2016-04-20,volatility_6m_339,0.9018036072144288
2016-04-21,volatility_6m_340,0.0901803607214428
2016-04-22,volatility_6m_341,0.9899799599198396
2016-04-25,volatility_6m_342,0.5410821643286573
2016-04-26,volatility_6m_343,0.7274549098196392
2016-04-27,volatility_6m_344,0.8817635270541082
2016-04-28,volatility_6m_345,0.438877755511022
2016-04-29,volatility_6m_346,0.1783567134268537
2016-05-02,volatility_6m_347,0.43687374749499
2016-05-03,volatility_6m_348,0.937875751503006
2016-05-04,volatility_6m_349,0.8196392785571143
2016-05-05,volatility_6m_350,0.593186372745491
2016-05-06,volatility_6m_351,0.4729458917835671
2016-05-09,volatility_6m_352,0.0080160320641282
2016-05-10,volatility_6m_353,0.376753507014028
2016-05-11,volatility_6m_354,0.8036072144288577
2016-05-12,volatility_6m_355,0.7254509018036072
2016-05-13,volatility_6m_356,0.0140280561122244
2016-05-16,volatility_6m_357,0.4729458917835671
2016-05-17,volatility_6m_358,0.0601202404809619
2016-05-18,volatility_6m_359,0.9258517034068136
2016-05-19,volatility_6m_360,0.6593186372745491
2016-05-20,volatility_6m_361,0.7875751503006012
2016-05-23,volatility_6m_362,0.6072144288577155
2016-05-24,volatility_6m_363,0.1703406813627254
2016-05-25,volatility_6m_364,0.6773547094188377
2016-05-26,volatility_6m_365,0.2905811623246493
2016-05-27,volatility_6m_366,0.8797595190380761
2016-05-30,volatility_6m_367,0.2224448897795591
2016-05-31,volatility_6m_368,0.9218436873747496
2016-06-01,volatility_6m_369,0.034068136272545
2016-06-02,volatility_6m_370,0.3547094188376753
2016-06-03,volatility_6m_371,0.2605210420841683
2016-06-06,volatility_6m_372,0.1643286573146292
2016-06-07,volatility_6m_373,0.591182364729459
2016-06-08,volatility_6m_374,0.6893787575150301
2016-06-09,volatility_6m_375,0.1042084168336673
2016-06-10,volatility_6m_376,0.7394789579158316
2016-06-13,volatility_6m_377,0.0761523046092184
2016-06-14,volatility_6m_378,0.2264529058116232
2016-06-15,volatility_6m_379,0.7074148296593187
2016-06-16,volatility_6m_380,0.376753507014028
2016-06-17,volatility_6m_381,0.8777555110220441
2016-06-20,volatility_6m_382,0.5290581162324649
2016-06-21,volatility_6m_383,0.5230460921843687
2016-06-22,volatility_6m_384,0.3006012024048096
2016-06-23,volatility_6m_385,0.687374749498998
2016-06-24,volatility_6m_386,0.2645290581162324
2016-06-27,volatility_6m_387,0.0981963927855711
2016-06-28,volatility_6m_388,0.87374749498998
2016-06-29,volatility_6m_389,0.9018036072144288
2016-06-30,volatility_6m_390,0.8476953907815631
2016-07-01,volatility_6m_391,0.9759519038076152
2016-07-04,volatility_6m_392,0.0300601202404809
2016-07-05,volatility_6m_393,0.9138276553106212
2016-07-06,volatility_6m_394,0.2665330661322645
2016-07-07,volatility_6m_395,0.5090180360721442
2016-07-08,volatility_6m_396,0.468937875751503
2016-07-11,volatility_6m_397,0.937875751503006
2016-07-12,volatility_6m_398,0.9639278557114228
2016-07-13,volatility_6m_399,0.376753507014028
2016-07-14,volatility_6m_400,0.1182364729458917
2016-07-15,volatility_6m_401,0.8096192384769539
2016-07-18,volatility_6m_402,0.9879759519038076
2016-07-19,volatility_6m_403,0.4589178356713427
2016-07-20,volatility_6m_404,0.2645290581162324
2016-07-21,volatility_6m_405,0.2424849699398797
2016-07-22,volatility_6m_406,0.5551102204408818
2016-07-25,volatility_6m_407,0.5511022044088176
2016-07-26,volatility_6m_408,0.1763527054108216
2016-07-27,volatility_6m_409,0.5831663326653307
2016-07-28,volatility_6m_410,0.3827655310621242
2016-07-29,volatility_6m_411,0.4729458917835671
2016-08-01,volatility_6m_412,0.2024048096192384
2016-08-02,volatility_6m_413,0.3386773547094188
2016-08-03,volatility_6m_414,0.0160320641282565
2016-08-04,volatility_6m_415,0.9879759519038076
2016-08-05,volatility_6m_416,0.4468937875751503
2016-08-08,volatility_6m_417,0.3527054108216433
2016-08-09,volatility_6m_418,0.2044088176352705
2016-08-10,volatility_6m_419,0.3607214428857715
2016-08-11,volatility_6m_420,0.5711422845691383
2016-08-12,volatility_6m_421,0.8376753507014028
2016-08-15,volatility_6m_422,0.0721442885771543
2016-08-16,volatility_6m_423,0.6633266533066132
2016-08-17,volatility_6m_424,0.3627254509018036
2016-08-18,volatility_6m_425,0.3266533066132264
2016-08-19,volatility_6m_426,0.3607214428857715
2016-08-22,volatility_6m_427,0.5090180360721442
2016-08-23,volatility_6m_428,0.0040080160320641
2016-08-24,volatility_6m_429,0.1503006012024048
2016-08-25,volatility_6m_430,0.1162324649298597
2016-08-26,volatility_6m_431,0.0981963927855711
2016-08-29,volatility_6m_432,0.3006012024048096
2016-08-30,volatility_6m_433,0.0480961923847695
2016-08-31,volatility_6m_434,0.2044088176352705
2016-09-01,volatility_6m_435,0.3607214428857715
2016-09-02,volatility_6m_436,0.6533066132264529
2016-09-05,volatility_6m_437,0.5410821643286573
2016-09-06,volatility_6m_438,0.7054108216432866
2016-09-07,volatility_6m_439,0.094188376753507
2016-09-08,volatility_6m_440,0.2104208416833667
2016-09-09,volatility_6m_441,0.4509018036072144
2016-09-12,volatility_6m_442,0.6392785571142284
2016-09-13,volatility_6m_443,0.4448897795591182
2016-09-14,volatility_6m_444,0.1102204408817635
2016-09-15,volatility_6m_445,0.0120240480961923
2016-09-16,volatility_6m_446,0.3086172344689378
2016-09-19,volatility_6m_447,0.4749498997995992
2016-09-20,volatility_6m_448,0.1743486973947896
2016-09-21,volatility_6m_449,0.3026052104208417
2016-09-22,volatility_6m_450,0.9859719438877756
2016-09-23,volatility_6m_451,0.5430861723446894
2016-09-26,volatility_6m_452,0.034068136272545
2016-09-27,volatility_6m_453,0.0480961923847695
2016-09-28,volatility_6m_454,0.2865731462925852
2016-09-29,volatility_6m_455,0.4709418837675351
2016-09-30,volatility_6m_456,0.2685370741482966
2016-10-03,volatility_6m_457,0.9559118236472944
2016-10-04,volatility_6m_458,0.3306613226452906
2016-10-05,volatility_6m_459,0.6733466933867736
2016-10-06,volatility_6m_460,0.1342685370741483
2016-10-07,volatility_6m_461,0.9739478957915833
2016-10-10,volatility_6m_462,0.4488977955911823
2016-10-11,volatility_6m_463,0.5150300601202404
2016-10-12,volatility_6m_464,0.9919839679358716
2016-10-13,volatility_6m_465,0.0360721442885771
2016-10-14,volatility_6m_466,0.8677354709418837
2016-10-17,volatility_6m_467,0.7655310621242485
2016-10-18,volatility_6m_468,0.5270541082164328
2016-10-19,volatility_6m_469,0.9138276553106212
2016-10-20,volatility_6m_470,0.1242484969939879
2016-10-21,volatility_6m_471,0.5490981963927856
2016-10-24,volatility_6m_472,0.0681362725450901
2016-10-25,volatility_6m_473,0.342685370741483
2016-10-26,volatility_6m_474,0.503006012024048
2016-10-27,volatility_6m_475,0.9899799599198396
2016-10-28,volatility_6m_476,0.6613226452905812
2016-10-31,volatility_6m_477,0.6312625250501002
2016-11-01,volatility_6m_478,0.2545090180360721
2016-11-02,volatility_6m_479,0.1462925851703407
2016-11-03,volatility_6m_480,0.7535070140280561
2016-11-04,volatility_6m_481,0.9819639278557114
2016-11-07,volatility_6m_482,0.3707414829659318
2016-11-08,volatility_6m_483,0.9438877755511024
2016-11-09,volatility_6m_484,0.8937875751503006
2016-11-10,volatility_6m_485,0.2885771543086172
2016-11-11,volatility_6m_486,0.0360721442885771
2016-11-14,volatility_6m_487,0.3186372745490982
2016-11-15,volatility_6m_488,0.096192384769539
2016-11-16,volatility_6m_489,0.6472945891783567
2016-11-17,volatility_6m_490,0.7975951903807615
2016-11-18,volatility_6m_491,0.4949899799599198
2016-11-21,volatility_6m_492,0.7194388777555111
2016-11-22,volatility_6m_493,0.749498997995992
2016-11-23,volatility_6m_494,0.0200400801603206
2016-11-24,volatility_6m_495,0.2424849699398797
2016-11-25,volatility_6m_496,0.2244488977955911
2016-11-28,volatility_6m_497,0.9579158316633266
2016-11-29,volatility_6m_498,0.9038076152304608
2016-11-30,volatility_6m_499,0.533066132264529
2016-12-01,volatility_6m_500,0.6092184368737475
2016-12-02,volatility_6m_501,0.9839679358717436
2016-12-05,volatility_6m_502,0.0761523046092184
2016-12-06,volatility_6m_503,0.218436873747495
2016-12-07,volatility_6m_504,0.0561122244488977
2016-12-08,volatility_6m_505,0.4609218436873747
2016-12-09,volatility_6m_506,0.8096192384769539
2016-12-12,volatility_6m_507,0.9759519038076152
2016-12-13,volatility_6m_508,0.7835671342685371
2016-12-14,volatility_6m_509,0.0440881763527054
2016-12-15,volatility_6m_510,0.5110220440881763
2016-12-16,volatility_6m_511,0.3246492985971944
2016-12-19,volatility_6m_512,0.034068136272545
2016-12-20,volatility_6m_513,0.2064128256513026
2016-12-21,volatility_6m_514,0.4989979959919839
2016-12-22,volatility_6m_515,0.9899799599198396
2016-12-23,volatility_6m_516,0.9519038076152304
2016-12-26,volatility_6m_517,0.2264529058116232
2016-12-27,volatility_6m_518,0.8557114228456913
2016-12-28,volatility_6m_519,0.845691382765531
2016-12-29,volatility_6m_520,0.8977955911823647
2016-12-30,volatility_6m_521,0.5270541082164328
2017-01-02,volatility_6m_522,0.8797595190380761
2017-01-03,volatility_6m_523,0.7535070140280561
2017-01-04,volatility_6m_524,0.6172344689378757
2017-01-05,volatility_6m_525,0.9579158316633266
2017-01-06,volatility_6m_526,0.7074148296593187
2017-01-09,volatility_6m_527,0.4729458917835671
2017-01-10,volatility_6m_528,0.2104208416833667
2017-01-11,volatility_6m_529,0.93186372745491
2017-01-12,volatility_6m_530,0.5651302605210421
2017-01-13,volatility_6m_531,0.9418837675350702
2017-01-16,volatility_6m_532,0.0701402805611222
2017-01-17,volatility_6m_533,0.002004008016032
2017-01-18,volatility_6m_534,0.2444889779559118
2017-01-19,volatility_6m_535,0.781563126252505
2017-01-20,volatility_6m_536,0.1382765531062124
2017-01-23,volatility_6m_537,0.655310621242485
2017-01-24,volatility_6m_538,0.5250501002004008
2017-01-25,volatility_6m_539,0.8817635270541082
2017-01-26,volatility_6m_540,0.468937875751503
2017-01-27,volatility_6m_541,0.8296593186372746
2017-01-30,volatility_6m_542,0.7635270541082164
2017-01-31,volatility_6m_543,0.4108216432865731
2017-02-01,volatility_6m_544,0.8176352705410822
2017-02-02,volatility_6m_545,0.7314629258517034
2017-02-03,volatility_6m_546,0.6753507014028056
2017-02-06,volatility_6m_547,0.3507014028056112
2017-02-07,volatility_6m_548,0.0080160320641282
2017-02-08,volatility_6m_549,0.7675350701402806
2017-02-09,volatility_6m_550,0.5671342685370742
2017-02-10,volatility_6m_551,0.6052104208416834
2017-02-13,volatility_6m_552,0.8897795591182365
2017-02-14,volatility_6m_553,0.5671342685370742
2017-02-15,volatility_6m_554,0.7555110220440882
2017-02-16,volatility_6m_555,0.188376753507014
2017-02-17,volatility_6m_556,0.1723446893787575
2017-02-20,volatility_6m_557,0.7014028056112225
2017-02-21,volatility_6m_558,0.7995991983967936
2017-02-22,volatility_6m_559,0.5350701402805611
2017-02-23,volatility_6m_560,0.2585170340681362
