date,stock_id,beta_momentum_12_1,beta_pe_ratio,beta_momentum_1,beta_accruals_st,beta_volatility_6m
2015-02-19,0.1162324649298597,,0.4008016032064128,0.4008016032064128,,
2015-02-19,0.2104208416833667,,,,,0.7555110220440882
2015-02-19,0.8837675350701403,0.5991983967935872,,,0.5991983967935872,
2015-02-20,0.3847695390781563,,0.811623246492986,0.811623246492986,,
2015-02-20,0.6152304609218436,0.188376753507014,,,0.188376753507014,
2015-02-20,0.7555110220440882,,,,,0.4428857715430861
2015-02-23,0.4889779559118236,,0.8056112224448898,0.8056112224448898,,
2015-02-23,0.5110220440881763,0.1943887775551102,,,0.1943887775551102,
2015-02-23,0.939879759519038,,,,,0.3607214428857715
2015-02-24,0.4028056112224449,,0.6913827655310621,0.6913827655310621,,
2015-02-24,0.5971943887775552,0.3086172344689378,,,0.3086172344689378,
2015-02-24,0.7835671342685371,,,,,0.6352705410821643
2015-02-25,0.3787575150300601,,0.4669338677354709,0.4669338677354709,,
2015-02-25,0.6212424849699398,0.533066132264529,,,0.533066132264529,
2015-02-25,0.7294589178356713,,,,,0.9138276553106212
2015-02-26,0.3386773547094188,,0.3667334669338677,0.3667334669338677,,
2015-02-26,0.6613226452905812,0.6332665330661322,,,0.6332665330661322,
2015-02-26,0.7254509018036072,,,,,0.7915831663326653
2015-02-27,0.1302605210420841,0.7655310621242485,,,0.7655310621242485,
2015-02-27,0.2725450901803607,,,,,0.4669338677354709
2015-02-27,0.8697394789579158,,0.2344689378757515,0.2344689378757515,,
2015-03-02,0.0,,0.5050100200400801,0.5050100200400801,,
2015-03-02,0.0060120240480961,,,,,0.9879759519038076
2015-03-02,1.0,0.4949899799599198,,,0.4949899799599198,
2015-03-03,0.1462925851703407,,0.1362725450901803,0.1362725450901803,,
2015-03-03,0.280561122244489,,,,,0.2545090180360721
2015-03-03,0.8537074148296593,0.8637274549098196,,,0.8637274549098196,
2015-03-04,0.1162324649298597,0.5190380761523046,,,0.5190380761523046,
2015-03-04,0.188376753507014,,,,,0.9138276553106212
2015-03-04,0.8837675350701403,,0.4809619238476953,0.4809619238476953,,
2015-03-05,0.4148296593186373,,0.1362725450901803,0.1362725450901803,,
2015-03-05,0.5851703406813628,0.8637274549098196,,,0.8637274549098196,
2015-03-05,0.8096192384769539,,,,,0.2685370741482966
2015-03-06,0.0080160320641282,,0.3887775551102204,0.3887775551102204,,
2015-03-06,0.0240480961923847,,,,,0.751503006012024
2015-03-06,0.9919839679358716,0.6112224448897795,,,0.6112224448897795,
2015-03-09,0.468937875751503,,0.8617234468937875,0.8617234468937875,,
2015-03-09,0.531062124248497,0.1382765531062124,,,0.1382765531062124,
2015-03-09,0.9859719438877756,,,,,0.2585170340681362
2015-03-10,0.2464929859719438,0.2264529058116232,,,0.2264529058116232,
2015-03-10,0.4769539078156312,,,,,0.43687374749499
2015-03-10,0.7535070140280561,,0.7735470941883767,0.7735470941883767,,
2015-03-11,0.4669338677354709,,0.4088176352705411,0.4088176352705411,,
2015-03-11,0.533066132264529,0.591182364729459,,,0.591182364729459,
2015-03-11,0.933867735470942,,,,,0.8196392785571143
2015-03-12,0.4028056112224449,,0.468937875751503,0.468937875751503,,
2015-03-12,0.5971943887775552,0.531062124248497,,,0.531062124248497,
2015-03-12,0.8476953907815631,,,,,0.9919839679358716
2015-03-13,0.4749498997995992,,0.0561122244488977,0.0561122244488977,,
2015-03-13,0.5250501002004008,0.9438877755511024,,,0.9438877755511024,
2015-03-13,0.9118236472945892,,,,,0.0821643286573146
2015-03-16,0.4188376753507014,0.1002004008016032,,,0.1002004008016032,
2015-03-16,0.5811623246492986,,0.8997995991983968,0.8997995991983968,,
2015-03-16,0.9018036072144288,,,,,0.2304609218436873
2015-03-17,0.0140280561122244,0.4569138276553106,,,0.4569138276553106,
2015-03-17,0.0360721442885771,,,,,0.937875751503006
2015-03-17,0.9859719438877756,,0.5430861723446894,0.5430861723446894,,
2015-03-18,0.2444889779559118,0.8977955911823647,,,0.8977955911823647,
2015-03-18,0.4609218436873747,,,,,0.2404809619238476
2015-03-18,0.7555110220440882,,0.1022044088176352,0.1022044088176352,,
2015-03-19,0.250501002004008,0.9238476953907816,,,0.9238476953907816,
2015-03-19,0.4989979959919839,,,,,0.1382765531062124
2015-03-19,0.749498997995992,,0.0761523046092184,0.0761523046092184,,
2015-03-20,0.032064128256513,,0.2404809619238476,0.2404809619238476,,
2015-03-20,0.0721442885771543,,,,,0.5230460921843687
2015-03-20,0.9679358717434868,0.7595190380761523,,,0.7595190380761523,
2015-03-23,0.344689378757515,0.4348697394789579,,,0.4348697394789579,
2015-03-23,0.6312625250501002,,,,,0.7935871743486974
2015-03-23,0.655310621242485,,0.5651302605210421,0.5651302605210421,,
2015-03-24,0.2965931863727455,,0.3106212424849699,0.3106212424849699,,
2015-03-24,0.5971943887775552,,,,,0.627254509018036
2015-03-24,0.7034068136272545,0.6893787575150301,,,0.6893787575150301,
2015-03-25,0.4148296593186373,,0.5390781563126252,0.5390781563126252,,
2015-03-25,0.5851703406813628,0.4609218436873747,,,0.4609218436873747,
2015-03-25,0.8416833667334669,,,,,0.905811623246493
2015-03-26,0.0300601202404809,0.1342685370741483,,,0.1342685370741483,
2015-03-26,0.0561122244488977,,,,,0.2665330661322645
2015-03-26,0.969939879759519,,0.8657314629258517,0.8657314629258517,,
2015-03-27,0.3907815631262525,0.8857715430861723,,,0.8857715430861723,
2015-03-27,0.6092184368737475,,0.1142284569138276,0.1142284569138276,,
2015-03-27,0.781563126252505,,,,,0.1943887775551102
2015-03-30,0.1102204408817635,0.8176352705410822,,,0.8176352705410822,
2015-03-30,0.2104208416833667,,,,,0.3647294589178356
2015-03-30,0.8897795591182365,,0.1823647294589178,0.1823647294589178,,
2015-03-31,0.3106212424849699,0.1603206412825651,,,0.1603206412825651,
2015-03-31,0.5851703406813628,,,,,0.2945891783567134
2015-03-31,0.6893787575150301,,0.8396793587174348,0.8396793587174348,,
2015-04-01,0.2164328657314629,,0.933867735470942,0.933867735470942,,
2015-04-01,0.4949899799599198,,,,,0.1202404809619238
2015-04-01,0.7835671342685371,0.0661322645290581,,,0.0661322645290581,
2015-04-02,0.1743486973947896,,0.3206412825651302,0.3206412825651302,,
2015-04-02,0.3627254509018036,,,,,0.655310621242485
2015-04-02,0.8256513026052105,0.6793587174348698,,,0.6793587174348698,
2015-04-03,0.2945891783567134,0.7214428857715431,,,0.7214428857715431,
2015-04-03,0.6312625250501002,,,,,0.5170340681362725
2015-04-03,0.7054108216432866,,0.2785571142284569,0.2785571142284569,,
2015-04-06,0.3086172344689378,0.749498997995992,,,0.749498997995992,
2015-04-06,0.6232464929859719,,,,,0.5090180360721442
2015-04-06,0.6913827655310621,,0.250501002004008,0.250501002004008,,
2015-04-07,0.0120240480961923,,0.533066132264529,0.533066132264529,,
2015-04-07,0.0280561122244488,,,,,0.8717434869739479
2015-04-07,0.9879759519038076,0.4669338677354709,,,0.4669338677354709,
2015-04-08,0.0801603206412825,0.1082164328657314,,,0.1082164328657314,
2015-04-08,0.1683366733466934,,,,,0.2224448897795591
2015-04-08,0.9198396793587176,,0.8917835671342685,0.8917835671342685,,
2015-04-09,0.1523046092184369,,0.034068136272545,0.034068136272545,,
2015-04-09,0.3707414829659318,,,,,0.0981963927855711
2015-04-09,0.8476953907815631,0.9659318637274548,,,0.9659318637274548,
2015-04-10,0.1683366733466934,,0.501002004008016,0.501002004008016,,
2015-04-10,0.3567134268537074,,,,,0.9278557114228456
2015-04-10,0.8316633266533067,0.4989979959919839,,,0.4989979959919839,
2015-04-13,0.2765531062124248,,0.5571142284569138,0.5571142284569138,,
2015-04-13,0.5551102204408818,,,,,0.8777555110220441
2015-04-13,0.7234468937875751,0.4428857715430861,,,0.4428857715430861,
2015-04-14,0.0881763527054108,,0.1322645290581162,0.1322645290581162,,
2015-04-14,0.1803607214428857,,,,,0.2765531062124248
2015-04-14,0.9118236472945892,0.8677354709418837,,,0.8677354709418837,
2015-04-15,0.1082164328657314,0.6733466933867736,,,0.6733466933867736,
2015-04-15,0.1983967935871743,,,,,0.6472945891783567
2015-04-15,0.8917835671342685,,0.3266533066132264,0.3266533066132264,,
2015-04-16,0.1062124248496994,,0.9539078156312624,0.9539078156312624,,
2015-04-16,0.2645290581162324,,,,,0.0681362725450901
2015-04-16,0.8937875751503006,0.0460921843687374,,,0.0460921843687374,
2015-04-17,0.3166332665330661,,0.1322645290581162,0.1322645290581162,,
2015-04-17,0.6673346693386774,,,,,0.2645290581162324
2015-04-17,0.6833667334669339,0.8677354709418837,,,0.8677354709418837,
2015-04-20,0.1302605210420841,,0.5551102204408818,0.5551102204408818,,
2015-04-20,0.2244488977955911,,,,,0.9278557114228456
2015-04-20,0.8697394789579158,0.4448897795591182,,,0.4448897795591182,
2015-04-21,0.3607214428857715,,0.4448897795591182,0.4448897795591182,,
2015-04-21,0.6392785571142284,0.5551102204408818,,,0.5551102204408818,
2015-04-21,0.7054108216432866,,,,,0.8697394789579158
2015-04-22,0.3527054108216433,,0.9719438877755512,0.9719438877755512,,
2015-04-22,0.6372745490981964,,,,,0.0861723446893787
2015-04-22,0.6472945891783567,0.0280561122244488,,,0.0280561122244488,
2015-04-23,0.2845691382765531,0.8577154308617234,,,0.8577154308617234,
2015-04-23,0.6292585170340681,,,,,0.2865731462925852
2015-04-23,0.7154308617234469,,0.1422845691382765,0.1422845691382765,,
2015-04-24,0.1723446893787575,0.8056112224448898,,,0.8056112224448898,
2015-04-24,0.3547094188376753,,,,,0.3887775551102204
2015-04-24,0.8276553106212425,,0.1943887775551102,0.1943887775551102,,
2015-04-27,0.3026052104208417,0.5991983967935872,,,0.5991983967935872,
2015-04-27,0.5791583166332666,,,,,0.8136272545090181
2015-04-27,0.6973947895791583,,0.4008016032064128,0.4008016032064128,,
2015-04-28,0.438877755511022,0.2585170340681362,,,0.2585170340681362,
2015-04-28,0.561122244488978,,0.7414829659318637,0.7414829659318637,,
2015-04-28,0.87374749498998,,,,,0.56312625250501
2015-04-29,0.2965931863727455,0.8036072144288577,,,0.8036072144288577,
2015-04-29,0.625250501002004,,,,,0.3967935871743487
2015-04-29,0.7034068136272545,,0.1963927855711423,0.1963927855711423,,
2015-04-30,0.3547094188376753,,0.4128256513026052,0.4128256513026052,,
2015-04-30,0.6452905811623246,0.5871743486973948,,,0.5871743486973948,
2015-04-30,0.7254509018036072,,,,,0.8296593186372746
2015-05-01,0.220440881763527,0.1162324649298597,,,0.1162324649298597,
2015-05-01,0.468937875751503,,,,,0.2344689378757515
2015-05-01,0.779559118236473,,0.8837675350701403,0.8837675350701403,,
2015-05-04,0.1783567134268537,,0.9498997995991983,0.9498997995991983,,
2015-05-04,0.3547094188376753,,,,,0.0881763527054108
2015-05-04,0.8216432865731463,0.0501002004008016,,,0.0501002004008016,
2015-05-05,0.280561122244489,,0.0741482965931863,0.0741482965931863,,
2015-05-05,0.4849699398797595,,,,,0.1362725450901803
2015-05-05,0.7194388777555111,0.9258517034068136,,,0.9258517034068136,
2015-05-06,0.0060120240480961,,0.4228456913827655,0.4228456913827655,,
2015-05-06,0.0300601202404809,,,,,0.87374749498998
2015-05-06,0.9939879759519038,0.5771543086172345,,,0.5771543086172345,
2015-05-07,0.1503006012024048,,0.8176352705410822,0.8176352705410822,,
2015-05-07,0.2905811623246493,,,,,0.3987975951903807
2015-05-07,0.8496993987975952,0.1823647294589178,,,0.1823647294589178,
2015-05-08,0.0440881763527054,0.2084168336673346,,,0.2084168336673346,
2015-05-08,0.1042084168336673,,,,,0.4128256513026052
2015-05-08,0.9559118236472944,,0.7915831663326653,0.7915831663326653,,
2015-05-11,0.2905811623246493,,0.4308617234468938,0.4308617234468938,,
2015-05-11,0.6072144288577155,,,,,0.8697394789579158
2015-05-11,0.7094188376753507,0.5691382765531062,,,0.5691382765531062,
2015-05-12,0.3507014028056112,,0.4168336673346693,0.4168336673346693,,
2015-05-12,0.6492985971943888,0.5831663326653307,,,0.5831663326653307,
2015-05-12,0.7334669338677354,,,,,0.8617234468937875
2015-05-13,0.1663326653306613,0.7915831663326653,,,0.7915831663326653,
2015-05-13,0.2925851703406814,,,,,0.4589178356713427
2015-05-13,0.8336673346693386,,0.2084168336673346,0.2084168336673346,,
2015-05-14,0.1282565130260521,,0.6513026052104208,0.6513026052104208,,
2015-05-14,0.2745490981963928,,,,,0.7074148296593187
2015-05-14,0.8717434869739479,0.3486973947895792,,,0.3486973947895792,
2015-05-15,0.2705410821643286,,0.7595190380761523,0.7595190380761523,,
2015-05-15,0.5430861723446894,,,,,0.4769539078156312
2015-05-15,0.7294589178356713,0.2404809619238476,,,0.2404809619238476,
2015-05-18,0.188376753507014,0.1462925851703407,,,0.1462925851703407,
2015-05-18,0.4008016032064128,,,,,0.3106212424849699
2015-05-18,0.811623246492986,,0.8537074148296593,0.8537074148296593,,
2015-05-19,0.0120240480961923,,0.7715430861723447,0.7715430861723447,,
2015-05-19,0.0240480961923847,,,,,0.4969939879759519
2015-05-19,0.9879759519038076,0.2284569138276553,,,0.2284569138276553,
2015-05-20,0.2464929859719438,0.8336673346693386,,,0.8336673346693386,
2015-05-20,0.5050100200400801,,,,,0.314629258517034
2015-05-20,0.7535070140280561,,0.1663326653306613,0.1663326653306613,,
2015-05-21,0.4509018036072144,,0.5050100200400801,0.5050100200400801,,
2015-05-21,0.5490981963927856,0.4949899799599198,,,0.4949899799599198,
2015-05-21,0.937875751503006,,,,,0.9539078156312624
2015-05-22,0.1723446893787575,,0.8817635270541082,0.8817635270541082,,
2015-05-22,0.3607214428857715,,,,,0.218436873747495
2015-05-22,0.8276553106212425,0.1182364729458917,,,0.1182364729458917,
2015-05-25,0.4589178356713427,0.0060120240480961,,,0.0060120240480961,
2015-05-25,0.5410821643286573,,0.9939879759519038,0.9939879759519038,,
2015-05-25,0.9238476953907816,,,,,0.0140280561122244
2015-05-26,0.4709418837675351,0.4649298597194389,,,0.4649298597194389,
2015-05-26,0.5290581162324649,,0.5350701402805611,0.5350701402805611,,
2015-05-26,0.9018036072144288,,,,,0.8897795591182365
2015-05-27,0.0400801603206412,,0.8837675350701403,0.8837675350701403,,
2015-05-27,0.0881763527054108,,,,,0.2424849699398797
2015-05-27,0.9599198396793588,0.1162324649298597,,,0.1162324649298597,
2015-05-28,0.3547094188376753,,0.3406813627254509,0.3406813627254509,,
2015-05-28,0.6452905811623246,0.6593186372745491,,,0.6593186372745491,
2015-05-28,0.7214428857715431,,,,,0.6973947895791583
2015-05-29,0.1062124248496994,,0.8537074148296593,0.8537074148296593,,
2015-05-29,0.2044088176352705,,,,,0.3026052104208417
2015-05-29,0.8937875751503006,0.1462925851703407,,,0.1462925851703407,
2015-06-01,0.0120240480961923,0.8517034068136272,,,0.8517034068136272,
2015-06-01,0.0160320641282565,,,,,0.3006012024048096
2015-06-01,0.9879759519038076,,0.1482965931863727,0.1482965931863727,,
2015-06-02,0.2484969939879759,,0.6192384769539078,0.6192384769539078,,
2015-06-02,0.4889779559118236,,,,,0.7635270541082164
2015-06-02,0.751503006012024,0.3807615230460922,,,0.3807615230460922,
2015-06-03,0.3567134268537074,0.7735470941883767,,,0.7735470941883767,
2015-06-03,0.6432865731462926,,0.2264529058116232,0.2264529058116232,,
2015-06-03,0.8016032064128257,,,,,0.4028056112224449
2015-06-04,0.2585170340681362,,0.6352705410821643,0.6352705410821643,,
2015-06-04,0.6012024048096193,,,,,0.6513026052104208
2015-06-04,0.7414829659318637,0.3647294589178356,,,0.3647294589178356,
2015-06-05,0.3687374749498998,,0.8637274549098196,0.8637274549098196,,
2015-06-05,0.6312625250501002,0.1362725450901803,,,0.1362725450901803,
2015-06-05,0.7374749498997996,,,,,0.2565130260521042
2015-06-08,0.3066132264529058,,0.1843687374749499,0.1843687374749499,,
2015-06-08,0.6212424849699398,,,,,0.3967935871743487
2015-06-08,0.6933867735470942,0.8156312625250501,,,0.8156312625250501,
2015-06-09,0.1002004008016032,0.6513026052104208,,,0.6513026052104208,
2015-06-09,0.1803607214428857,,,,,0.7234468937875751
2015-06-09,0.8997995991983968,,0.3486973947895792,0.3486973947895792,,
2015-06-10,0.2124248496993988,0.25250501002004,,,0.25250501002004,
2015-06-10,0.4509018036072144,,,,,0.5210420841683366
2015-06-10,0.7875751503006012,,0.7474949899799599,0.7474949899799599,,
2015-06-11,0.1462925851703407,,0.531062124248497,0.531062124248497,,
2015-06-11,0.280561122244489,,,,,0.9679358717434868
2015-06-11,0.8537074148296593,0.468937875751503,,,0.468937875751503,
2015-06-12,0.4228456913827655,,0.1863727454909819,0.1863727454909819,,
2015-06-12,0.5771543086172345,0.8136272545090181,,,0.8136272545090181,
2015-06-12,0.8697394789579158,,,,,0.3827655310621242
2015-06-15,0.0701402805611222,,0.4669338677354709,0.4669338677354709,,
2015-06-15,0.1442885771543086,,,,,0.9879759519038076
2015-06-15,0.9298597194388778,0.533066132264529,,,0.533066132264529,
2015-06-16,0.3847695390781563,0.749498997995992,,,0.749498997995992,
2015-06-16,0.6152304609218436,,0.250501002004008,0.250501002004008,,
2015-06-16,0.7655310621242485,,,,,0.5210420841683366
2015-06-17,0.4529058116232465,,0.7635270541082164,0.7635270541082164,,
2015-06-17,0.5470941883767535,0.2364729458917835,,,0.2364729458917835,
2015-06-17,0.8396793587174348,,,,,0.561122244488978
2015-06-18,0.4889779559118236,,0.2905811623246493,0.2905811623246493,,
2015-06-18,0.5110220440881763,0.7094188376753507,,,0.7094188376753507,
2015-06-18,0.939879759519038,,,,,0.5691382765531062
2015-06-19,0.0040080160320641,0.969939879759519,,,0.969939879759519,
2015-06-19,0.0080160320641282,,,,,0.0541082164328657
2015-06-19,0.995991983967936,,0.0300601202404809,0.0300601202404809,,
2015-06-22,0.0921843687374749,0.3887775551102204,,,0.3887775551102204,
2015-06-22,0.1943887775551102,,,,,0.7454909819639278
2015-06-22,0.9078156312625252,,0.6112224448897795,0.6112224448897795,,
2015-06-23,0.3507014028056112,0.0140280561122244,,,0.0140280561122244,
2015-06-23,0.6492985971943888,,0.9859719438877756,0.9859719438877756,,
2015-06-23,0.7294589178356713,,,,,0.0300601202404809
2015-06-24,0.0621242484969939,,0.0200400801603206,0.0200400801603206,,
2015-06-24,0.1162324649298597,,,,,0.0420841683366733
2015-06-24,0.937875751503006,0.9799599198396792,,,0.9799599198396792,
2015-06-25,0.4989979959919839,0.5511022044088176,,,0.5511022044088176,
2015-06-25,0.501002004008016,,0.4488977955911823,0.4488977955911823,,
2015-06-25,1.0,,,,,0.8857715430861723
2015-06-26,0.312625250501002,0.9298597194388778,,,0.9298597194388778,
2015-06-26,0.6332665330661322,,,,,0.1382765531062124
2015-06-26,0.687374749498998,,0.0701402805611222,0.0701402805611222,,
2015-06-29,0.4589178356713427,0.3827655310621242,,,0.3827655310621242,
2015-06-29,0.5410821643286573,,0.6172344689378757,0.6172344689378757,,
2015-06-29,0.9478957915831664,,,,,0.7955911823647295
2015-06-30,0.3687374749498998,0.3627254509018036,,,0.3627254509018036,
2015-06-30,0.6312625250501002,,0.6372745490981964,0.6372745490981964,,
2015-06-30,0.8376753507014028,,,,,0.8216432865731463
2015-07-01,0.1823647294589178,0.7775551102204409,,,0.7775551102204409,
2015-07-01,0.3707414829659318,,,,,0.438877755511022
2015-07-01,0.8176352705410822,,0.2224448897795591,0.2224448897795591,,
2015-07-02,0.0701402805611222,,0.7935871743486974,0.7935871743486974,,
2015-07-02,0.1382765531062124,,,,,0.3927855711422846
2015-07-02,0.9298597194388778,0.2064128256513026,,,0.2064128256513026,
2015-07-03,0.3627254509018036,,0.0300601202404809,0.0300601202404809,,
2015-07-03,0.6372745490981964,0.969939879759519,,,0.969939879759519,
2015-07-03,0.717434869739479,,,,,0.0761523046092184
2015-07-06,0.1442885771543086,0.9899799599198396,,,0.9899799599198396,
2015-07-06,0.3246492985971944,,,,,0.0240480961923847
2015-07-06,0.8557114228456913,,0.0100200400801603,0.0100200400801603,,
2015-07-07,0.0380761523046092,0.0861723446893787,,,0.0861723446893787,
2015-07-07,0.0761523046092184,,,,,0.1603206412825651
2015-07-07,0.9619238476953909,,0.9138276553106212,0.9138276553106212,,
2015-07-08,0.0040080160320641,0.2685370741482966,,,0.2685370741482966,
2015-07-08,0.0100200400801603,,,,,0.5130260521042084
2015-07-08,0.995991983967936,,0.7314629258517034,0.7314629258517034,,
2015-07-09,0.2104208416833667,,0.7234468937875751,0.7234468937875751,,
2015-07-09,0.3787575150300601,,,,,0.5831663326653307
2015-07-09,0.7895791583166333,0.2765531062124248,,,0.2765531062124248,
