date,stock_id,beta_momentum_1
2015-04-02,momentum_1_65,0.1743486973947896
2015-04-03,momentum_1_66,0.7054108216432866
2015-04-06,momentum_1_67,0.6913827655310621
2015-04-07,momentum_1_68,0.0120240480961923
2015-04-08,momentum_1_69,0.9198396793587176
2015-04-09,momentum_1_70,0.1523046092184369
2015-04-10,momentum_1_71,0.1683366733466934
2015-04-13,momentum_1_72,0.2765531062124248
2015-04-14,momentum_1_73,0.0881763527054108
2015-04-15,momentum_1_74,0.8917835671342685
2015-04-16,momentum_1_75,0.1062124248496994
2015-04-17,momentum_1_76,0.3166332665330661
2015-04-20,momentum_1_77,0.1302605210420841
2015-04-21,momentum_1_78,0.3607214428857715
2015-04-22,momentum_1_79,0.3527054108216433
2015-04-23,momentum_1_80,0.7154308617234469
2015-04-24,momentum_1_81,0.8276553106212425
2015-04-27,momentum_1_82,0.6973947895791583
2015-04-28,momentum_1_83,0.561122244488978
2015-04-29,momentum_1_84,0.7034068136272545
2015-04-30,momentum_1_85,0.3547094188376753
2015-05-01,momentum_1_86,0.779559118236473
2015-05-04,momentum_1_87,0.1783567134268537
2015-05-05,momentum_1_88,0.280561122244489
2015-05-06,momentum_1_89,0.0060120240480961
2015-05-07,momentum_1_90,0.1503006012024048
2015-05-08,momentum_1_91,0.9559118236472944
2015-05-11,momentum_1_92,0.2905811623246493
2015-05-12,momentum_1_93,0.3507014028056112
2015-05-13,momentum_1_94,0.8336673346693386
2015-05-14,momentum_1_95,0.1282565130260521
2015-05-15,momentum_1_96,0.2705410821643286
2015-05-18,momentum_1_97,0.811623246492986
2015-05-19,momentum_1_98,0.0120240480961923
2015-05-20,momentum_1_99,0.7535070140280561
2015-05-21,momentum_1_100,0.4509018036072144
2015-05-22,momentum_1_101,0.1723446893787575
2015-05-25,momentum_1_102,0.5410821643286573
2015-05-26,momentum_1_103,0.5290581162324649
2015-05-27,momentum_1_104,0.0400801603206412
2015-05-28,momentum_1_105,0.3547094188376753
2015-05-29,momentum_1_106,0.1062124248496994
2015-06-01,momentum_1_107,0.9879759519038076
2015-06-02,momentum_1_108,0.2484969939879759
2015-06-03,momentum_1_109,0.6432865731462926
2015-06-04,momentum_1_110,0.2585170340681362
2015-06-05,momentum_1_111,0.3687374749498998
2015-06-08,momentum_1_112,0.3066132264529058
2015-06-09,momentum_1_113,0.8997995991983968
2015-06-10,momentum_1_114,0.7875751503006012
2015-06-11,momentum_1_115,0.1462925851703407
2015-06-12,momentum_1_116,0.4228456913827655
2015-06-15,momentum_1_117,0.0701402805611222
2015-06-16,momentum_1_118,0.6152304609218436
2015-06-17,momentum_1_119,0.4529058116232465
2015-06-18,momentum_1_120,0.4889779559118236
2015-06-19,momentum_1_121,0.995991983967936
2015-06-22,momentum_1_122,0.9078156312625252
2015-06-23,momentum_1_123,0.6492985971943888
2015-06-24,momentum_1_124,0.0621242484969939
2015-06-25,momentum_1_125,0.501002004008016
2015-06-26,momentum_1_126,0.687374749498998
2015-06-29,momentum_1_127,0.5410821643286573
2015-06-30,momentum_1_128,0.6312625250501002
2015-07-01,momentum_1_129,0.8176352705410822
2015-07-02,momentum_1_130,0.0701402805611222
2015-07-03,momentum_1_131,0.3627254509018036
2015-07-06,momentum_1_132,0.8557114228456913
2015-07-07,momentum_1_133,0.9619238476953909
2015-07-08,momentum_1_134,0.995991983967936
2015-07-09,momentum_1_135,0.2104208416833667
2015-07-10,momentum_1_136,0.8036072144288577
2015-07-13,momentum_1_137,0.8216432865731463
2015-07-14,momentum_1_138,0.3166332665330661
2015-07-15,momentum_1_139,0.5110220440881763
2015-07-16,momentum_1_140,0.3727454909819639
2015-07-17,momentum_1_141,0.501002004008016
2015-07-20,momentum_1_142,0.7675350701402806
2015-07-21,momentum_1_143,0.4529058116232465
2015-07-22,momentum_1_144,0.7735470941883767
2015-07-23,momentum_1_145,0.2344689378757515
2015-07-24,momentum_1_146,0.2945891783567134
2015-07-27,momentum_1_147,0.1683366733466934
2015-07-28,momentum_1_148,0.0801603206412825
2015-07-29,momentum_1_149,0.2364729458917835
2015-07-30,momentum_1_150,0.8156312625250501
2015-07-31,momentum_1_151,0.997995991983968
2015-08-03,momentum_1_152,0.6232464929859719
2015-08-04,momentum_1_153,0.4028056112224449
2015-08-05,momentum_1_154,0.1022044088176352
2015-08-06,momentum_1_155,0.5811623246492986
2015-08-07,momentum_1_156,0.9519038076152304
2015-08-10,momentum_1_157,0.1042084168336673
2015-08-11,momentum_1_158,0.8577154308617234
2015-08-12,momentum_1_159,0.406813627254509
2015-08-13,momentum_1_160,0.1943887775551102
2015-08-14,momentum_1_161,0.9118236472945892
2015-08-17,momentum_1_162,0.8517034068136272
2015-08-18,momentum_1_163,0.7054108216432866
2015-08-19,momentum_1_164,0.374749498997996
2015-08-20,momentum_1_165,0.2424849699398797
2015-08-21,momentum_1_166,0.7194388777555111
2015-08-24,momentum_1_167,0.6733466933867736
2015-08-25,momentum_1_168,0.6492985971943888
2015-08-26,momentum_1_169,0.9839679358717436
2015-08-27,momentum_1_170,0.0541082164328657
2015-08-28,momentum_1_171,0.1663326653306613
2015-08-31,momentum_1_172,0.937875751503006
2015-09-01,momentum_1_173,0.158316633266533
2015-09-02,momentum_1_174,0.0480961923847695
2015-09-03,momentum_1_175,0.627254509018036
2015-09-04,momentum_1_176,0.4949899799599198
2015-09-07,momentum_1_177,0.4208416833667334
2015-09-08,momentum_1_178,0.096192384769539
2015-09-09,momentum_1_179,0.3927855711422846
2015-09-10,momentum_1_180,0.1803607214428857
2015-09-11,momentum_1_181,0.8096192384769539
2015-09-14,momentum_1_182,0.7675350701402806
2015-09-15,momentum_1_183,0.7334669338677354
2015-09-16,momentum_1_184,0.4949899799599198
2015-09-17,momentum_1_185,0.5531062124248497
2015-09-18,momentum_1_186,0.1082164328657314
2015-09-21,momentum_1_187,0.5651302605210421
2015-09-22,momentum_1_188,0.4308617234468938
2015-09-23,momentum_1_189,0.5831663326653307
2015-09-24,momentum_1_190,0.6773547094188377
2015-09-25,momentum_1_191,0.6953907815631263
2015-09-28,momentum_1_192,0.280561122244489
2015-09-29,momentum_1_193,0.4649298597194389
2015-09-30,momentum_1_194,0.032064128256513
2015-10-01,momentum_1_195,0.1322645290581162
2015-10-02,momentum_1_196,0.6172344689378757
2015-10-05,momentum_1_197,0.2104208416833667
2015-10-06,momentum_1_198,0.0841683366733467
2015-10-07,momentum_1_199,0.0561122244488977
2015-10-08,momentum_1_200,0.1603206412825651
2015-10-09,momentum_1_201,0.9018036072144288
2015-10-12,momentum_1_202,0.1242484969939879
2015-10-13,momentum_1_203,0.2765531062124248
2015-10-14,momentum_1_204,0.7835671342685371
2015-10-15,momentum_1_205,0.6593186372745491
2015-10-16,momentum_1_206,0.749498997995992
2015-10-19,momentum_1_207,0.0861723446893787
2015-10-20,momentum_1_208,0.7454909819639278
2015-10-21,momentum_1_209,0.5350701402805611
2015-10-22,momentum_1_210,0.5130260521042084
2015-10-23,momentum_1_211,0.3667334669338677
2015-10-26,momentum_1_212,0.3466933867735471
2015-10-27,momentum_1_213,0.0040080160320641
2015-10-28,momentum_1_214,0.751503006012024
2015-10-29,momentum_1_215,0.1422845691382765
2015-10-30,momentum_1_216,0.9919839679358716
2015-11-02,momentum_1_217,0.9258517034068136
2015-11-03,momentum_1_218,0.0981963927855711
2015-11-04,momentum_1_219,0.7835671342685371
2015-11-05,momentum_1_220,0.2124248496993988
2015-11-06,momentum_1_221,0.8236472945891784
2015-11-09,momentum_1_222,0.7314629258517034
2015-11-10,momentum_1_223,0.6953907815631263
2015-11-11,momentum_1_224,0.843687374749499
2015-11-12,momentum_1_225,0.5971943887775552
2015-11-13,momentum_1_226,0.843687374749499
2015-11-16,momentum_1_227,0.4889779559118236
2015-11-17,momentum_1_228,0.7635270541082164
2015-11-18,momentum_1_229,0.6533066132264529
2015-11-19,momentum_1_230,0.7915831663326653
2015-11-20,momentum_1_231,0.9218436873747496
2015-11-23,momentum_1_232,0.8557114228456913
2015-11-24,momentum_1_233,0.8096192384769539
2015-11-25,momentum_1_234,0.9779559118236472
2015-11-26,momentum_1_235,0.2665330661322645
2015-11-27,momentum_1_236,0.4048096192384769
2015-11-30,momentum_1_237,0.5571142284569138
2015-12-01,momentum_1_238,0.8677354709418837
2015-12-02,momentum_1_239,0.6072144288577155
2015-12-03,momentum_1_240,0.5671342685370742
2015-12-04,momentum_1_241,0.9939879759519038
2015-12-07,momentum_1_242,0.1002004008016032
2015-12-08,momentum_1_243,0.5390781563126252
2015-12-09,momentum_1_244,0.7895791583166333
2015-12-10,momentum_1_245,0.0601202404809619
2015-12-11,momentum_1_246,0.1983967935871743
2015-12-14,momentum_1_247,0.002004008016032
2015-12-15,momentum_1_248,0.9198396793587176
2015-12-16,momentum_1_249,0.2024048096192384
2015-12-17,momentum_1_250,0.3206412825651302
2015-12-18,momentum_1_251,0.2124248496993988
2015-12-21,momentum_1_252,0.3486973947895792
2015-12-22,momentum_1_253,0.4709418837675351
2015-12-23,momentum_1_254,0.7254509018036072
2015-12-24,momentum_1_255,0.6913827655310621
2015-12-25,momentum_1_256,0.3527054108216433
2015-12-28,momentum_1_257,0.7755511022044088
2015-12-29,momentum_1_258,0.87374749498998
2015-12-30,momentum_1_259,0.7935871743486974
2015-12-31,momentum_1_260,0.1122244488977955
2016-01-01,momentum_1_261,0.282565130260521
2016-01-04,momentum_1_262,0.4208416833667334
2016-01-05,momentum_1_263,0.1683366733466934
2016-01-06,momentum_1_264,0.5250501002004008
2016-01-07,momentum_1_265,0.8557114228456913
2016-01-08,momentum_1_266,0.2104208416833667
2016-01-11,momentum_1_267,0.531062124248497
2016-01-12,momentum_1_268,0.5871743486973948
2016-01-13,momentum_1_269,0.1723446893787575
2016-01-14,momentum_1_270,0.9118236472945892
2016-01-15,momentum_1_271,0.2705410821643286
2016-01-18,momentum_1_272,0.2084168336673346
2016-01-19,momentum_1_273,0.845691382765531
2016-01-20,momentum_1_274,0.2585170340681362
2016-01-21,momentum_1_275,0.8657314629258517
2016-01-22,momentum_1_276,0.2004008016032064
2016-01-25,momentum_1_277,0.0821643286573146
2016-01-26,momentum_1_278,0.6332665330661322
2016-01-27,momentum_1_279,0.845691382765531
2016-01-28,momentum_1_280,0.6312625250501002
2016-01-29,momentum_1_281,0.8096192384769539
2016-02-01,momentum_1_282,0.2484969939879759
2016-02-02,momentum_1_283,0.4669338677354709
2016-02-03,momentum_1_284,0.6232464929859719
2016-02-04,momentum_1_285,0.5250501002004008
2016-02-05,momentum_1_286,0.3947895791583166
2016-02-08,momentum_1_287,0.8236472945891784
2016-02-09,momentum_1_288,0.9719438877755512
2016-02-10,momentum_1_289,0.7374749498997996
2016-02-11,momentum_1_290,0.6192384769539078
2016-02-12,momentum_1_291,0.0561122244488977
2016-02-15,momentum_1_292,0.0781563126252505
2016-02-16,momentum_1_293,0.4949899799599198
2016-02-17,momentum_1_294,0.4869739478957915
2016-02-18,momentum_1_295,0.376753507014028
2016-02-19,momentum_1_296,0.9779559118236472
2016-02-22,momentum_1_297,0.1783567134268537
2016-02-23,momentum_1_298,0.220440881763527
2016-02-24,momentum_1_299,0.9418837675350702
2016-02-25,momentum_1_300,0.0861723446893787
2016-02-26,momentum_1_301,0.1683366733466934
2016-02-29,momentum_1_302,0.7835671342685371
2016-03-01,momentum_1_303,0.5971943887775552
2016-03-02,momentum_1_304,0.7715430861723447
2016-03-03,momentum_1_305,0.1182364729458917
2016-03-04,momentum_1_306,0.3907815631262525
2016-03-07,momentum_1_307,0.4048096192384769
2016-03-08,momentum_1_308,0.342685370741483
2016-03-09,momentum_1_309,0.0200400801603206
2016-03-10,momentum_1_310,0.1963927855711423
2016-03-11,momentum_1_311,0.0561122244488977
2016-03-14,momentum_1_312,0.8096192384769539
2016-03-15,momentum_1_313,0.0240480961923847
2016-03-16,momentum_1_314,0.7014028056112225
2016-03-17,momentum_1_315,0.6793587174348698
2016-03-18,momentum_1_316,0.7274549098196392
2016-03-21,momentum_1_317,0.218436873747495
2016-03-22,momentum_1_318,0.8817635270541082
2016-03-23,momentum_1_319,0.2765531062124248
2016-03-24,momentum_1_320,0.0561122244488977
2016-03-25,momentum_1_321,0.9799599198396792
2016-03-28,momentum_1_322,0.8817635270541082
2016-03-29,momentum_1_323,0.997995991983968
2016-03-30,momentum_1_324,0.094188376753507
2016-03-31,momentum_1_325,0.096192384769539
2016-04-01,momentum_1_326,0.312625250501002
2016-04-04,momentum_1_327,0.0420841683366733
2016-04-05,momentum_1_328,0.2004008016032064
2016-04-06,momentum_1_329,0.2044088176352705
2016-04-07,momentum_1_330,0.4148296593186373
2016-04-08,momentum_1_331,0.376753507014028
2016-04-11,momentum_1_332,0.0140280561122244
2016-04-12,momentum_1_333,0.5390781563126252
2016-04-13,momentum_1_334,0.5571142284569138
2016-04-14,momentum_1_335,0.8216432865731463
2016-04-15,momentum_1_336,0.6372745490981964
2016-04-18,momentum_1_337,0.533066132264529
2016-04-19,momentum_1_338,0.4969939879759519
2016-04-20,momentum_1_339,0.5811623246492986
2016-04-21,momentum_1_340,0.9438877755511024
2016-04-22,momentum_1_341,0.5210420841683366
2016-04-25,momentum_1_342,0.7354709418837675
2016-04-26,momentum_1_343,0.3787575150300601
2016-04-27,momentum_1_344,0.4468937875751503
2016-04-28,momentum_1_345,0.7975951903807615
2016-04-29,momentum_1_346,0.0921843687374749
2016-05-02,momentum_1_347,0.7635270541082164
2016-05-03,momentum_1_348,0.4709418837675351
2016-05-04,momentum_1_349,0.4348697394789579
2016-05-05,momentum_1_350,0.2925851703406814
2016-05-06,momentum_1_351,0.2484969939879759
2016-05-09,momentum_1_352,0.0040080160320641
2016-05-10,momentum_1_353,0.1783567134268537
2016-05-11,momentum_1_354,0.4148296593186373
2016-05-12,momentum_1_355,0.3486973947895792
2016-05-13,momentum_1_356,0.0040080160320641
2016-05-16,momentum_1_357,0.779559118236473
2016-05-17,momentum_1_358,0.9799599198396792
2016-05-18,momentum_1_359,0.5671342685370742
2016-05-19,momentum_1_360,0.3346693386773547
2016-05-20,momentum_1_361,0.3907815631262525
2016-05-23,momentum_1_362,0.3286573146292585
2016-05-24,momentum_1_363,0.9078156312625252
2016-05-25,momentum_1_364,0.3286573146292585
2016-05-26,momentum_1_365,0.1362725450901803
2016-05-27,momentum_1_366,0.5410821643286573
2016-05-30,momentum_1_367,0.8877755511022044
2016-05-31,momentum_1_368,0.4709418837675351
2016-06-01,momentum_1_369,0.9779559118236472
2016-06-02,momentum_1_370,0.1743486973947896
2016-06-03,momentum_1_371,0.1362725450901803
2016-06-06,momentum_1_372,0.0881763527054108
2016-06-07,momentum_1_373,0.6913827655310621
2016-06-08,momentum_1_374,0.627254509018036
2016-06-09,momentum_1_375,0.0561122244488977
2016-06-10,momentum_1_376,0.3226452905811623
2016-06-13,momentum_1_377,0.9559118236472944
2016-06-14,momentum_1_378,0.1182364729458917
2016-06-15,momentum_1_379,0.6292585170340681
2016-06-16,momentum_1_380,0.2044088176352705
2016-06-17,momentum_1_381,0.593186372745491
2016-06-20,momentum_1_382,0.25250501002004
2016-06-21,momentum_1_383,0.7394789579158316
2016-06-22,momentum_1_384,0.845691382765531
2016-06-23,momentum_1_385,0.6793587174348698
2016-06-24,momentum_1_386,0.12625250501002
2016-06-27,momentum_1_387,0.9458917835671342
2016-06-28,momentum_1_388,0.6032064128256514
2016-06-29,momentum_1_389,0.4408817635270541
2016-06-30,momentum_1_390,0.5831663326653307
2016-07-01,momentum_1_391,0.4969939879759519
2016-07-04,momentum_1_392,0.0180360721442885
2016-07-05,momentum_1_393,0.4649298597194389
2016-07-06,momentum_1_394,0.8496993987975952
2016-07-07,momentum_1_395,0.2264529058116232
2016-07-08,momentum_1_396,0.7635270541082164
2016-07-11,momentum_1_397,0.5691382765531062
2016-07-12,momentum_1_398,0.468937875751503
2016-07-13,momentum_1_399,0.1803607214428857
2016-07-14,momentum_1_400,0.0581162324649298
2016-07-15,momentum_1_401,0.3807615230460922
2016-07-18,momentum_1_402,0.5130260521042084
2016-07-19,momentum_1_403,0.220440881763527
2016-07-20,momentum_1_404,0.8577154308617234
2016-07-21,momentum_1_405,0.1282565130260521
2016-07-22,momentum_1_406,0.7234468937875751
2016-07-25,momentum_1_407,0.2925851703406814
2016-07-26,momentum_1_408,0.0601202404809619
2016-07-27,momentum_1_409,0.6953907815631263
2016-07-28,momentum_1_410,0.1723446893787575
2016-07-29,momentum_1_411,0.7735470941883767
2016-08-01,momentum_1_412,0.1042084168336673
2016-08-02,momentum_1_413,0.1723446893787575
2016-08-03,momentum_1_414,0.0060120240480961
2016-08-04,momentum_1_415,0.468937875751503
2016-08-05,momentum_1_416,0.7975951903807615
2016-08-08,momentum_1_417,0.8256513026052105
2016-08-09,momentum_1_418,0.0921843687374749
2016-08-10,momentum_1_419,0.8316633266533067
2016-08-11,momentum_1_420,0.7214428857715431
2016-08-12,momentum_1_421,0.593186372745491
2016-08-15,momentum_1_422,0.9639278557114228
2016-08-16,momentum_1_423,0.3246492985971944
2016-08-17,momentum_1_424,0.2024048096192384
2016-08-18,momentum_1_425,0.8316633266533067
2016-08-19,momentum_1_426,0.1663326653306613
2016-08-22,momentum_1_427,0.250501002004008
2016-08-23,momentum_1_428,0.002004008016032
2016-08-24,momentum_1_429,0.933867735470942
2016-08-25,momentum_1_430,0.0681362725450901
2016-08-26,momentum_1_431,0.9458917835671342
2016-08-29,momentum_1_432,0.1422845691382765
2016-08-30,momentum_1_433,0.0180360721442885
2016-08-31,momentum_1_434,0.8897795591182365
2016-09-01,momentum_1_435,0.8336673346693386
2016-09-02,momentum_1_436,0.6773547094188377
2016-09-05,momentum_1_437,0.7314629258517034
2016-09-06,momentum_1_438,0.3466933867735471
2016-09-07,momentum_1_439,0.9559118236472944
2016-09-08,momentum_1_440,0.8917835671342685
2016-09-09,momentum_1_441,0.7975951903807615
2016-09-12,momentum_1_442,0.6693386773547094
2016-09-13,momentum_1_443,0.2244488977955911
2016-09-14,momentum_1_444,0.9498997995991983
2016-09-15,momentum_1_445,0.997995991983968
2016-09-16,momentum_1_446,0.8376753507014028
2016-09-19,momentum_1_447,0.2464929859719438
2016-09-20,momentum_1_448,0.1062124248496994
2016-09-21,momentum_1_449,0.8496993987975952
2016-09-22,momentum_1_450,0.4749498997995992
2016-09-23,momentum_1_451,0.2765531062124248
2016-09-26,momentum_1_452,0.0220440881763527
2016-09-27,momentum_1_453,0.9739478957915833
2016-09-28,momentum_1_454,0.8637274549098196
2016-09-29,momentum_1_455,0.7394789579158316
2016-09-30,momentum_1_456,0.8637274549098196
2016-10-03,momentum_1_457,0.5270541082164328
2016-10-04,momentum_1_458,0.8577154308617234
2016-10-05,momentum_1_459,0.3066132264529058
2016-10-06,momentum_1_460,0.9418837675350702
2016-10-07,momentum_1_461,0.4869739478957915
2016-10-10,momentum_1_462,0.2404809619238476
2016-10-11,momentum_1_463,0.2625250501002004
2016-10-12,momentum_1_464,0.5110220440881763
2016-10-13,momentum_1_465,0.0180360721442885
2016-10-14,momentum_1_466,0.5591182364729459
2016-10-17,momentum_1_467,0.3867735470941884
2016-10-18,momentum_1_468,0.749498997995992
2016-10-19,momentum_1_469,0.5450901803607214
2016-10-20,momentum_1_470,0.0521042084168336
2016-10-21,momentum_1_471,0.7615230460921844
2016-10-24,momentum_1_472,0.0400801603206412
2016-10-25,momentum_1_473,0.1783567134268537
2016-10-26,momentum_1_474,0.2404809619238476
2016-10-27,momentum_1_475,0.5210420841683366
2016-10-28,momentum_1_476,0.6412825651302605
2016-10-31,momentum_1_477,0.6713426853707415
2016-11-01,momentum_1_478,0.8797595190380761
2016-11-02,momentum_1_479,0.9278557114228456
2016-11-03,momentum_1_480,0.3547094188376753
2016-11-04,momentum_1_481,0.531062124248497
2016-11-07,momentum_1_482,0.1543086172344689
2016-11-08,momentum_1_483,0.5050100200400801
2016-11-09,momentum_1_484,0.4709418837675351
2016-11-10,momentum_1_485,0.8657314629258517
2016-11-11,momentum_1_486,0.0120240480961923
2016-11-14,momentum_1_487,0.8196392785571143
2016-11-15,momentum_1_488,0.9458917835671342
2016-11-16,momentum_1_489,0.3306613226452906
2016-11-17,momentum_1_490,0.5991983967935872
2016-11-18,momentum_1_491,0.2344689378757515
2016-11-21,momentum_1_492,0.6412825651302605
2016-11-22,momentum_1_493,0.344689378757515
2016-11-23,momentum_1_494,0.0080160320641282
2016-11-24,momentum_1_495,0.8496993987975952
2016-11-25,momentum_1_496,0.8857715430861723
2016-11-28,momentum_1_497,0.5430861723446894
2016-11-29,momentum_1_498,0.531062124248497
2016-11-30,momentum_1_499,0.2725450901803607
2016-12-01,momentum_1_500,0.2885771543086172
2016-12-02,momentum_1_501,0.4949899799599198
2016-12-05,momentum_1_502,0.032064128256513
2016-12-06,momentum_1_503,0.9018036072144288
2016-12-07,momentum_1_504,0.969939879759519
2016-12-08,momentum_1_505,0.2044088176352705
2016-12-09,momentum_1_506,0.3847695390781563
2016-12-12,momentum_1_507,0.5230460921843687
2016-12-13,momentum_1_508,0.625250501002004
2016-12-14,momentum_1_509,0.9839679358717436
2016-12-15,momentum_1_510,0.7394789579158316
2016-12-16,momentum_1_511,0.8537074148296593
2016-12-19,momentum_1_512,0.9859719438877756
2016-12-20,momentum_1_513,0.1202404809619238
2016-12-21,momentum_1_514,0.7474949899799599
2016-12-22,momentum_1_515,0.503006012024048
2016-12-23,momentum_1_516,0.501002004008016
2016-12-26,momentum_1_517,0.8977955911823647
2016-12-27,momentum_1_518,0.4669338677354709
2016-12-28,momentum_1_519,0.5811623246492986
2016-12-29,momentum_1_520,0.5651302605210421
2016-12-30,momentum_1_521,0.3066132264529058
2017-01-02,momentum_1_522,0.5551102204408818
2017-01-03,momentum_1_523,0.6192384769539078
2017-01-04,momentum_1_524,0.6713426853707415
2017-01-05,momentum_1_525,0.4869739478957915
2017-01-06,momentum_1_526,0.6412825651302605
2017-01-09,momentum_1_527,0.7615230460921844
2017-01-10,momentum_1_528,0.8877755511022044
2017-01-11,momentum_1_529,0.5150300601202404
2017-01-12,momentum_1_530,0.2705410821643286
2017-01-13,momentum_1_531,0.5270541082164328
2017-01-16,momentum_1_532,0.9759519038076152
2017-01-17,momentum_1_533,0.0
2017-01-18,momentum_1_534,0.1242484969939879
2017-01-19,momentum_1_535,0.6212424849699398
2017-01-20,momentum_1_536,0.0721442885771543
2017-01-23,momentum_1_537,0.3166332665330661
2017-01-24,momentum_1_538,0.7374749498997996
2017-01-25,momentum_1_539,0.4108216432865731
2017-01-26,momentum_1_540,0.7695390781563126
2017-01-27,momentum_1_541,0.5591182364729459
2017-01-30,momentum_1_542,0.6172344689378757
2017-01-31,momentum_1_543,0.1943887775551102
2017-02-01,momentum_1_544,0.6092184368737475
2017-02-02,momentum_1_545,0.3627254509018036
2017-02-03,momentum_1_546,0.2905811623246493
2017-02-06,momentum_1_547,0.1803607214428857
2017-02-07,momentum_1_548,0.0060120240480961
2017-02-08,momentum_1_549,0.6052104208416834
2017-02-09,momentum_1_550,0.2685370741482966
2017-02-10,momentum_1_551,0.3286573146292585
2017-02-13,momentum_1_552,0.533066132264529
2017-02-14,momentum_1_553,0.7314629258517034
2017-02-15,momentum_1_554,0.6112224448897795
2017-02-16,momentum_1_555,0.9178356713426854
2017-02-17,momentum_1_556,0.0981963927855711
2017-02-20,momentum_1_557,0.3406813627254509
2017-02-21,momentum_1_558,0.406813627254509
2017-02-22,momentum_1_559,0.2565130260521042
2017-02-23,momentum_1_560,0.1342685370741483
2017-02-24,momentum_1_561,0.5390781563126252
2017-02-27,momentum_1_562,0.6432865731462926
2017-02-28,momentum_1_563,0.0601202404809619
2017-03-01,momentum_1_564,0.7114228456913828
2017-03-02,momentum_1_565,0.0420841683366733
2017-03-03,momentum_1_566,0.8036072144288577
2017-03-06,momentum_1_567,0.0501002004008016
2017-03-07,momentum_1_568,0.1543086172344689
2017-03-08,momentum_1_569,0.3887775551102204
2017-03-09,momentum_1_570,0.9118236472945892
2017-03-10,momentum_1_571,0.0460921843687374
2017-03-13,momentum_1_572,0.4729458917835671
2017-03-14,momentum_1_573,0.8697394789579158
2017-03-15,momentum_1_574,0.0040080160320641
2017-03-16,momentum_1_575,0.5671342685370742
2017-03-17,momentum_1_576,0.9559118236472944
2017-03-20,momentum_1_577,0.6232464929859719
2017-03-21,momentum_1_578,0.8236472945891784
2017-03-22,momentum_1_579,0.9519038076152304
2017-03-23,momentum_1_580,0.1943887775551102
2017-03-24,momentum_1_581,0.376753507014028
2017-03-27,momentum_1_582,0.6633266533066132
2017-03-28,momentum_1_583,0.7414829659318637
2017-03-29,momentum_1_584,0.7615230460921844
